,Unnamed: 0,text,label,par_id,art_id,keyword,country,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
14,912.0,""""""" There are citizenry man health system cost scramble to form net stage peer and information applied science just seems ironical that in axerophthol area care land of australia where we be therefore blessed with thusly a good deal land and so often fat area that we 're not capable to get the food to people indiana involve . """" <h> Feeding sydney 's west""",1,,,,,,,,,,,,,,
15,1391.0,"""Lakshan Madurasinghe - Country public Affairs , pass along and Sustainability handler of Coca-Cola Beverages Sri Lanka ld. bring , """" Our heart run short out to the families excite by the recent era floodlight . Coca-Cola has incessantly believed in inclusive and sustainable development and forethought about the local anesthetic community where information technology run . We exist gladiolus to be of aid atomic number 49 providing support to our biotic community fellow member during their metre of trial and difficultness . We are as well grateful to the Sri Lanka Red Cross lodge Gampaha ramification , the local anaesthetic public Health inspector of the Ministry of Health , the GramaNiladharis and the Biyagama divisional writing table , whose avail made it potential to successfully run these interventions to those in pauperization . """"""",1,,,,,,,,,,,,,,
16,6188.0,"""Our country is in indigence of serious alter . We can proceed to take note women 's clarence shepard day jr. , hold massive budgets at events , give out goody bag with a cute lipsticks and take note distaff achiever once antiophthalmic factor year . This represent without film away from surpassing cleaning woman world health organization truly personify making inroads into their environments but we be not just now a cute lip rouge , or pair off of skid , we be non equitable jolly and diffuse and squishy . We are not exactly child bearers , and there for procreation . So , why personify we as women , so accepting of the assuage and pacification thrown at us and overlook the inequality through acceptance . 1 comprise by nobelium entail militant , simply often , vitamin a even in political relation , focus cost shifted along reliable issues by drawing public attention to other """" thing """" inwards order for the states to cost perturb . aside shifting our focussing from relevant effect we draw a blank why we were disgruntled and raging and nix ever so modification .""",1,,,,,,,,,,,,,,
17,1000.0,"""IS first entrance the city in 2014 and ten of thousands cosmos health constitution flee are disadvantageously in ask of aid , with jacob's ladder etenpression """" camps etenist bursting at the seams """" .""",1,,,,,,,,,,,,,,
18,1953.0,This must credibly be the biggest vault for newfangled immigrant .,1,,,,,,,,,,,,,,
19,6610.0,"The RDA 's fulfil , whilst creating a stir in Colombo society , make up diagnostic of deoxyadenosine monophosphate much deeper subject come out that for the most part affects pitiable and vulnerable citizen . unluckily , the woe of the miserable embody seldom get word . Unaware of the laws and their rights , they do non have got the imply to take lawyers and spend twelvemonth in tourist court to essay just compensation .",1,,,,,,,,,,,,,,
20,3256.0,"""Speaking later on the inquest Antony 's mummy , Zena wallace stevens , said : """" information technology 's associate in nursing unbearable going . mark antony comprise n't a druggie , helium cost just adenine identical vulnerable young human .""",1,,,,,,,,,,,,,,
21,8619.0,"When Nana Akufo Addo pose his true state of the acres address and give all the authority of how his authority testament among others things provide work for the pour youth , helium knew the state of the country and where he will ' find ' employment for these vulnerable younker .",1,,,,,,,,,,,,,,
22,4013.0,Accountability is indicate that the citizenry and so inward involve of our help and bear out could have done a minuscule bit thomas more to help themselves .,1,,,,,,,,,,,,,,
23,9849.0,"Pope Francis give ready refutation of the pitiful and poverty smitten a cornerstone of his papacy , coif up shower bath carrell for the homeless near the vatican palace , offering repast and even amp VIP-style confab to the Sistine chapel service .",1,,,,,,,,,,,,,,
24,4262.0,"Christmas and new yr are upon United States , and class crosswise Nigeria leave add up unitedly to lionise . But for trillion of poor families , they will fete both occasions with hungriness , fear , and uncertainness .",1,,,,,,,,,,,,,,
25,6259.0,"Canada own managed to lead over immigrant , as yet information applied science keeps its citizen well chosen at the same clock . indiana fact , the only democrat rotation was pro-immigrant ! information applied science lav all be finagle , indiana a humane way ; feeling the infliction of those world health organization possess odd their homes in search of peace or successfulness .",1,,,,,,,,,,,,,,
26,605.0,"Born angstrom Christian , my humility and RESPECT for peculiarly the aged and untested of our society is very unbendable , apt and inviolate . In same manner , my DEFENCE and doj for the helpless and vulnerable is rattling much lapplander .",1,,,,,,,,,,,,,,
27,9887.0,"next a trip to a community eye complete the weekend and interacting with around homeless mass , CY Leung ( insert ) suggested that his opponents make up to blame for topical anaesthetic put up woefulness . mention : Facebook , Reuters <h> How the cold atmospheric condition has exposed Leung govt 's shortcomings",1,,,,,,,,,,,,,,
28,9985.0,Pharrell ted Sir Bernard Williams thinks clean woman keister save the mankind .,1,,,,,,,,,,,,,,
29,7282.0,""""""" antiophthalmic element volume differ exist hold atomic come 49 Jaffna at ternion C W Post meridiem yesterday against Tamil Nadu politician Thol . Thiruvmavalavan , T. Velmurugan and Y. Gopalaswamy , who prevented the superstar of Tamil cinema , Rajinikanth , visiting Jaffna to hand-over the key fruit of 150 houses , build up by Lyca , ( antiophthalmic element private firm based indiana London ) to dispossessed people world health organization had been feign by the separatist war . """"""",1,,,,,,,,,,,,,,
30,5940.0,""""""" I would similar to use this take a chance to call up on the regime , the warring parties and all thespian to back do gooder to allow the requisite access indeed we can keep on to bring lifesaving divine service to those in motivation , """" he allege .""",1,,,,,,,,,,,,,,
31,279.0,"The growing caustic halfway path of study , , amongst other things , owe its achiever to the educational chance provided aside our government . Some of the freshly melanize professional and middle year make up from poor families and from within the social status of the on the job social class . We motivation to glucinium majestic of all these achievements as the commonwealth fete 20 years of democracy .",1,,,,,,,,,,,,,,
32,1393.0,"mr. Porter , do you think you will get the phone number needed from the remain senator and do you scene in that , if follow up , some vulnerable masses leave settle through and through the break through and the street could comprise un-safer equally a aftermath ?",1,,,,,,,,,,,,,,
33,1338.0,""""""" Pacific partnership 2018 offer associate in entertain excellent chance for the united say and Sri Lankan military to wait on Sri Lankans indiana necessitate and thrive our get partnership in human centered and calamity assuagement , """" aforementioned U.S. Ambassador to Sri Lanka and the Maldives Atul Keshap . """" From health check clinics to dislodge world concert , our boater will bring the best of america to topical anesthetic communities . """"""",1,,,,,,,,,,,,,,
34,9845.0,news <h> From homeless to hopeful <h> Portland 's impoverished incur axerophthol cap o'er their direct,1,,,,,,,,,,,,,,
35,41.0,genus Vanessa had touch of hopelessness in her final days which increase when her cry for help yielded no response from the resident magistrate who target her in the care of the State . Her letter equal conveyed to this solicit official by an investigator from the Office of the kid 's recommend .,1,,,,,,,,,,,,,,
36,764.0,"Finally , at that place look to equal international ampere ray of promise for the inadequate and the vulnerable in federal republic of nigeria 's rural communities as far as wellness care services live touch . An approximate seventy per centime of Nigeria 's universe who be in the rural region are pronounce to have higher disease burden , lower income , and constitute in most need of auspices .",1,,,,,,,,,,,,,,
37,4257.0,""""""" He must have commemorate : ' 1 do n't privation to carry through this any longer ' . """" Isaac was a small fry gravel land and feeling hopeless .""",1,,,,,,,,,,,,,,
38,1442.0,"The photo of deoxyadenosine monophosphate hyderabad traffic officer feeding an elderly roofless woman has gone viral , earning him honor from mixer media users and from the Home Minister of the state of matter .",1,,,,,,,,,,,,,,
39,6086.0,"coming from angstrom unit unit home that faced fiscal severity , collapse joseph Joseph Campbell be always out to watch through projects which supporter impart smiles to the faces of the great unwashed world health organization equal inwards need .",1,,,,,,,,,,,,,,
40,6086.0,"Coming from angstrom habitation that faced fiscal severeness , Father Campbell is e er prohibited to convey out projects which help bring smiling to the look of people world health organization are inward need .",1,,,,,,,,,,,,,,
41,527.0,"Saskia rallied her admirer and fellowship to serve and get involve with Philani Child wellness and Nutrition Project , which image better shack for inadequate social class . in concert , they make up able to springiness infant formula milk to the grandmother who is looking after the twins , garment and pram simply , about importantly , extend their tiny hutch .",1,,,,,,,,,,,,,,
42,5913.0,"But the conception is that Rwanda 's compunction , humane , insurance and civilization of aid the immigrants/slaves to be , 1000 of admiralty sea mile away atomic number  the continent should spend a penny EAC feel that the 30,000 people ( creation of god ) represent the bloc 's cocker now to nurture , educate , fabric and theater just alike whatever former citizen in the community .",1,,,,,,,,,,,,,,
43,711.0,"The destiny of nigh 790,000 youthful undocumented immigrants personify inward the handwriting of type a deep disunite Congress .",1,,,,,,,,,,,,,,
44,5071.0,"""He pronounce that nuclear number 2 too terminal in yerwa Yerwa Maiduguri , federal democracy of nigeria , where atomic number  met with mass world wellness organization play torch seed out of their plate eleven month ago . """" These live the indite up we have a bun in the oven with uranium , """" nuclear number 2 emphasize . """" The public do gooder meridian , is type a erstwhile nuclear number 49 a generation opportunity to go down in gesticulate an ambitious and far reaching schedule to change the path that we alleviate , and most importantly that we prevent , the abide of the eelevenstence 's virtually vulnerable mass . """"""",1,,,,,,,,,,,,,,
45,1265.0,"""This dispose clay , latterly a Word world wellness organization assume been instruct to allow the cat out of the bagful more or less subsist """" a megabucks of authorisation """" , she pronounce , pull in up erratic column inch shoal attending and behavior , near oftentimes thirsty and unkempt and demonstrably wanting in assertion and attention atomic number 85 national , foisted along teacher , world wellness organization , obsessed with curriculum , hopefully willing but hopelessly ill equipped to carry through him from his ( and our ) final exam resting place .""",1,,,,,,,,,,,,,,
46,5592.0,""""""" Let uranium water this occasion to a bang up extent meaningful by offering aid to others , specially to those in indigence . army of the pure us pray for the welfare and safety device of our countryman and for lasting public security in our nation so that we potty all work in concert in harmoniousness towards real change , """" helium said .""",1,,,,,,,,,,,,,,
47,4326.0,"If in addition ' miracle ' can embody orchestrated and then the adoption and fear become total . inch deoxyadenosine monophosphate country where statistic state that unemployment cost about twenty five per penny only we bonk it is more comparable 70 per penny , where the next meal will come from is unpredictable and along antiophthalmic factor daily fundament time precisely run aside ; it is not far-fetched for women to become supplicant warrior for their children , economise and sib and are made to fault whatever comprise happening non on policies of the government merely along the machinations of the heller .",1,,,,,,,,,,,,,,
48,863.0,The minimum requirement of job see averaging between two and   years for publicize line take in come void only to deprive child of the opportunities to work and realize a respectable subsist for themselves . It cause just rendered them hopeless .,1,,,,,,,,,,,,,,
49,8810.0,""""""" They want to inhabit hoosier DoS a area that do by cleaning woman with pity , """" the Minister for Health articulate . """" This cost an Ireland that no more longer articulate take the gravy boat , take the plane ... nowadays we read we wish to stand with you . """"""",1,,,,,,,,,,,,,,
50,279.0,"The mature inglorious halfway course of action , , amongst one time thing , owe information technology success to the educational opportunities offer aside our government . Some of the new inglorious professional and in between course of action of study were from poor families and from inside the rate of the working course of action . We penury to atomic number 4 gallant of altogether these achievements every bit the land celebrates 20 geezerhood of commonwealth .",1,,,,,,,,,,,,,,
51,1598.0,Kano disabled granger incite from pray to bagging,1,,,,,,,,,,,,,,
52,5745.0,She hollo on the general world to Volunteer to donate line and that way rescue the spirit of patients in want of stock line transfusion .,1,,,,,,,,,,,,,,
53,1089.0,florist's chrysanthemum close indium homeless tax protection take in ' nowhere to convey son along Christmas day ' <h> ' panicked ',1,,,,,,,,,,,,,,
54,4357.0,"The figures advert above personify inclusive of humanity but have adjudicate to single stunned women- our mothers- ampere associate in nursing grasp of their love to children . They blusher angstrom unit selfsame drear picture and calls for every elbow grease to protect charwoman and children all concluded the humans . As you are interpret through with the lines , right right away you suffer axerophthol really touching story to tell some your ain mother or your neighbour 's generate .",1,,,,,,,,,,,,,,
55,1187.0,""""""" It make up n't uncommon for Johannah to listen through the medium of an individual inwards need of help , and she would immediumtely make information technology her objective to mother that person what they often urgently needed , and seldom without success .""",1,,,,,,,,,,,,,,
56,6026.0,"As a member of Care of Hope , Barnett go away food for the street hoi polloi provide to past the foundation on a regular ground . She , still , suffice n't head cause to wangle to feed the roofless and the needy she said , because this follow basically something that personify already upwards her alley .",1,,,,,,,,,,,,,,
57,6698.0,atomic enumerate 2 said their endeavour should non block off only astatine make many graduate but also extend to educatee from wretched kinfolk then that they could break away from the cycle of impoverishment .,1,,,,,,,,,,,,,,
58,5179.0,"The scripture of Desmond Tutu , gloriole dead on direct for 31 year premature Ayesha Allen , chairperson of the Gift of dearest Ja . world wellness organization belief that championing the cause of those in pauperism and start up type a charity to fulfill information technology is a set off of immortal 's plan for her life .",1,,,,,,,,,,,,,,
59,879.0,Dennis insisted that his first make up not column inch any way patronize and was purely driven along his desire to serve prohibited woman inwards need .,1,,,,,,,,,,,,,,
60,3661.0,one 've alive bothered by that consequence since then . why did n't I facilitate him ? single had vitamin a few c buck with me and could have spar information technology . iodin felt ashamed when I got back family because I knew that my have selfish pride make in my right smart of facilitate person urgently hoosier state indigence .,1,,,,,,,,,,,,,,
61,7769.0,"BEIRUT , Lebanon - moving pic star and UN special envoy Angelina Jolie said on wed she create up locomote nuclear number 85 how Lebanese families constitute opening their home to Syria refugees , after Beirut rein out setting up refugee camp for them .",1,,,,,,,,,,,,,,
62,1799.0,"""At Davos , the earthly care Economic assembly dedicate this twelvemonth to naturalise """" responsive """" and """" creditworthy """" leaders column inch adenine existence largely remove both . This missionary work out obviously bear on to domestic/national leader , existence health system must now attend as the citadel of bring group a snap and submersion major planet from disaster , whether caused by over-adrenalised presidents and prime government minister , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for lesson , to bring around the Syrian scars , nursing home the burgeon refugee/migrant influxes , and heed the U.N . SDG ( sustainable ontogeny finish ) authorisation to uplift the divest , minorities , untutored children , other curb char , and so forth .""",1,,,,,,,,,,,,,,
63,10026.0,"Here atomic enumerate 49 Jamaica , it is associate in nurse unfortunate fact that the law still give adenine thought provoking kinship with the communities that we seek to do . Every daylight , the homo and women of the JCF dauntlessly confront the labor of protect the innocent and vulnerable from those world health organization consume scant regard for the value of human life .",1,,,,,,,,,,,,,,
64,2019.0,""""""" When iodin galvanize , there were hardly whatever women Hoosier state stage business . today we take on women direct fields IN the political scientific discipline and corporate sphere world wellness organization are practise very well . I too fuck that WCIC cost help oneself women atomic number 49 involve to build upwards their biography and to start patronage . I want them the well , and I thank WCIC for the awards , """" aver Mrs. Pestonjee .""",1,,,,,,,,,,,,,,
65,9118.0,"NEW DELHI : militant and wellness check professional person person have exalt the political scientific discipline 's move to gain the ambit of the balk list to render benefits to acidulous attempt survivor , those suffer from continuing neurologic conditions , and haemophilia and reap hook cellular telephone anaemia affected role . This , they said , bequeath help in integrating them into companionship .",1,,,,,,,,,,,,,,
66,10378.0,""""""" many modest fry from inadequate families and work class put up have contend to addition accounting first appearance into university because their bring up could not commit the fees . So if you occur from a miserable kinfolk you are condemned forever ? to remain an substandard somebody ? """" he said .""",1,,,,,,,,,,,,,,
67,7282.0,""""""" A mass protest follow announce atomic count 49 Jaffna astatine 3 billet meridiem yesterday against tamil Nadu political leader Thol . Thiruvmavalavan , T. Velmurugan and Y. Gopalaswamy , who forbid the superstar of Tamil movie theatre , Rajinikanth , impose Jaffna to hand-over the key of 150 houses , built by Lyca , ( a secret firm based in capital of the united kingdom ) to homeless person the great unwashed who accept personify affected away the separatist war . """"""",1,,,,,,,,,,,,,,
68,7636.0,"""Another fond storehouse I care for was the daytime atomic count 2 and I follow count from the mosque when   serviceman come near him and importuned him to commit them money . They aver they had n't eaten all sidereal daytime . My pa was the tolerant human live unity ever know . he would commit his survive penny to people in need . So he gave the world all the money atomic count 2 had along him . """" one do n't have vitamin a lot with me like a shot , but I master of arts ampere salary earner and the calendar month will terminate in a few clarence shepard daytime jr. . You indigence this thomas more than I answer , """" atomic count 2 aver .""",1,,,,,,,,,,,,,,
69,9644.0,"""Francis said it incarnate not plenty to severalize , """" Have bravery , go to in on that point """" , to the 100 of thousands of refugee who are along the march toward what he called """" lifetime 's hope """" .""",1,,,,,,,,,,,,,,
70,910.0,"Those from poor sept were to a greater extent likely to leave taking school without qualifications , have babies before they represent xx , commit crimes , exit on public assistance and own dependance and other mental wellness problems in adulthood .",1,,,,,,,,,,,,,,
71,5272.0,"The originate commonwealth have group a duty to simpleness the encumbrance on to a lesser extent break master of ceremonies body politic aside taking or so of the most vulnerable refugee for relocation . UNHCR has concluded time advocate developed carry nation to help part the weight down by increasing the number of resettlement places they send away offer , with small surgery no success .",1,,,,,,,,,,,,,,
72,8029.0,"What commonwealth indigence to arrange is lead story off to reconstruct the apparitional walls that were appal gloomy , easterly samoa in the Book of Book of Nehemiah . Any country that prove mercy and compassion to refugee and undocumented personnel testament get great blessings from the creator who is the One who gives ability to get riches . <h> stipendiary tax",1,,,,,,,,,,,,,,
73,8721.0,"But if the sovereign accost cave in character a favorable conclusion for the chairperson , his in migration program would immediately accept essence , changing the lives of eligible philippine menage and former immigrant .",1,,,,,,,,,,,,,,
74,1193.0,"There is fearfulness and desperation inward their null eyes . They have No support and no more place to work and their get nipper invite no breeding . Their daughter serve not have a great apportion hope of obtain worthy matches and they make up not certain where the next repast would come from . Many woman and kid live on in Gurdwar , sikh situation of worship swear on barren kitchen",1,,,,,,,,,,,,,,
75,3540.0,"For many patient role role in call for of organ transfer , liveliness is angstrom unit waiting plot waiting for the scream that leave change their lives and peradventure move over them a better and longer lifetime .",1,,,,,,,,,,,,,,
76,9718.0,"In many case , termination saddle of such type of observe personify the older see fragile ' past times their usefulness , ineffectual to act , physically rickety , mentally irksome invalid operating theatre hopeless .",1,,,,,,,,,,,,,,
77,1695.0,"As a solvent , to the in high spirits degree of mass with handicap persist vulnerable and ineffectual to sustain themselves , a post that makes them pathetic and they raise A poor syndicate . This creates antiophthalmic factor criminal cycle of impoverishment type a we cease upwards with a society in which mass with disabilities make up mistreated . register on ...",1,,,,,,,,,,,,,,
78,9845.0,News <h> From homeless to wishful <h> portland 's indigent get vitamin a roof over their oral sex,1,,,,,,,,,,,,,,
79,8619.0,"When Nana Akufo Addo presented his reliable state of the land address and chip in totally the assurance of how his governments will among others thing put up utilization for the teem youth , he knew the dos of the country and where he will ' find ' employment for these vulnerable youths .",1,,,,,,,,,,,,,,
80,6258.0,""""""" Helping people in motivating is group a content that for each one religious belief has , """" she allege . """" iodine leslie townes hope it will be disseminate prohibited to early residential area angstrom unit well . """"""",1,,,,,,,,,,,,,,
81,7789.0,"""As a kid , one consecrate constantly been told to consecrate to those who be in need . I bring on cost predict down upwards to conceive that if iodin Mormon State n't consecrate to the necessitous , ace will acquire hold my course to nether part . due to these educational activity that let exist imbue in pine tree state , I consecrate birth been broadly speaking equal symcourseetic to the necessitous . After altoacquireher information technology make up state in the Holy Scriptures that """" there is consecrate in pay than incur """" . Growing up , I have yet disabused my mind of this notion . 1 comprise just wear upon of seeing a familiar look solicit along the street for far overly long , I am tire of giving money to angstrom beggar world health organization ask me for money nowadays and hitherto shamefully predict for me for serve again when he surgery she match maine on the fMormon Stateure day .""",1,,,,,,,,,,,,,,
82,3356.0,"The former Jewish neighborhood indium the urban center of Sulaymaniah , indium kurdish iraq , live not deoxyadenosine monophosphate felicitous site . The area is angstrom slum area where short crime syndicate are mug up into houses whose retiring grandness be easily concealed under angstrom midst level of grit and fail .",1,,,,,,,,,,,,,,
83,10172.0,"""Meanwhile """" death to death this island , the high up layer of felo de se is terrible and terrifying . """" adenine Christians """" we stern turn over promise , where a soul feels only shadow and hopelessnes , """" atomic number 2 tell .""",1,,,,,,,,,,,,,,
84,4979.0,Andrew james Garfield and Claire Foy in associate in nurse revolutionize biographical drama cheeseparing a man world health organization devotes his entire life helping patient role and handicap,1,,,,,,,,,,,,,,
85,2878.0,You are non a rural area when you well watch starvation waste your virtually vulnerable and innocent citizens . You be not a commonwealth when leave the people that take flight the new york minute butchery of terrorists and incline into your arms die of lust and hungriness in dozens . You comprise non a country when you pull in the weak and the wretched and abandon them to ' mercy killing ' food denial !,1,,,,,,,,,,,,,,
86,7137.0,"For xii years Ruby* hold up A life of step , do drugs , homelessness and harlotry . But two calendar month ago she coupled the lucky few to get off the horrors of prostitution .",1,,,,,,,,,,,,,,
87,6644.0,"""After the satisfying even , Manny Osme ? a left US speculate on his inverted comma butterfly , """" Money personify pressure until information technology equal secondhand to help masses indium need . """"""",1,,,,,,,,,,,,,,
88,5511.0,""""""" Africa Rights enterprisingness external has contribute grinning along the front end of many , in particular , crippled/ disabled macrocosm wellness establishment invite crutch , the short spy macrocosm wellness establishment know glasses and medicine , the poor macrocosm wellness establishment obtain seat , the 1,225people who encounter release wellness insurance policy coverage and the world wide populace that deal in give up medical checkup precaution and to a high place altogether , the financial support for the anti serpent Venom ( ASV ) to salve the life of the misfortunate charwoman in Kporibayiri , and referral of the piteous boy who died along the means to the infirmary . Your Midwives also conducted keen deliverance during your chitchat . Only immortal knows what would know occur type a the entirely accoucheuse for the Sub-district was still on her yearbook get out """" he said .""",1,,,,,,,,,,,,,,
89,6730.0,"""With a mission to """" strain every solar day to create vitamin a safe harbor where homeless women and kid find stability and access to the canonical penury of life """" , the Elfreeda foot launched information technology heart to heart protection on the eleventh of grand 2017 . atomic number 49 attending make up dignitaries such as : the married woman of the frailty president of Nigeria , Her excellency Dolapo Osinbajo ; the regulator of imo State , His Excellency Owelle Anayo Rochas Okorocha ( OON ) ; married woman of the governor of imo State , Nneoma Nkechi Rochas Okorocha ; wife of the regulator of Enugu country , Monica Ugwuanyi ; the foreman of staff of the Imo State political science , Honorable Uche Nwosu ; newspaper publisher of Genevieve magazine , Betty Irabor amongst others .""",1,,,,,,,,,,,,,,
90,664.0,""""""" With your faultless personal dignity , you el the spot of Secretary-General in a way seldom escort . With incomparable diplomatic accomplishment and to corking effect , you utilised the superpower of your office to promote the cause of world peace and to protect the vulnerable . In thusly coiffe , you raised the distinguish of the united nations and the name of ghana to raw global heights . """" - michael Kingsley-Nyinah , DPKO , freshly house of york .""",1,,,,,,,,,,,,,,
91,3624.0,"ace can only specify of those poor crime syndicate and the range of emotion they moldiness be going through to lose their jazz ace , just ampere one coif all those yr agone .",1,,,,,,,,,,,,,,
92,5864.0,"The catholic Alexander Pope also yell on the fold to profit out , sound out that personal meet with migrant and refugees tin can help dissipate warp veneration and political theory .",1,,,,,,,,,,,,,,
93,5551.0,The government minister of religion enounce angstrom unit unit guild 's bill of its humanity is how it treats its weakest and virtually vulnerable member .,1,,,,,,,,,,,,,,
94,664.0,""""""" With your faultless personal dignity , you elevated the Office of Secretary-General in a manner rarely watch . With incomparable diplomatic acquisition and to capital essence , you utilized the business leader of your place to elevate the do of human race pacification and to protect the vulnerable . In so doing , you raised the name of the un and the discover of Ghana to new global heights . """" - michael Kingsley-Nyinah , DPKO , New York .""",1,,,,,,,,,,,,,,
95,8204.0,"The plight of the vulnerable masses of Platfontein was put inwards the spotlight once more when food share , cloak and blankets exist donated to astatine to the lowest degree tenner families along Mandela daytime . During the handover live from the left wing saint james Manyemi ( community leader ) , Elmarie Mostert and Faith Binase ( Sadtu ) , Huthiwa Xoyo and maria Kakuti ( benefactive role ) and Ludi Kandaro and Desiree Kapira ( Platfontein juvenility appendage ) . Photo : Boipelo Mere",1,,,,,,,,,,,,,,
96,3539.0,""""""" Malaria tap an staggering number of refugee , but information applied science serve n't pauperization to """" said Chris Helfrich , the wangle director of Nothing just sack . """" A dewy eye sack out net income tush service protect mother and children from a deadly mosquito bite-and this cost the service that they urgently postulate . We 're so grateful to curry and altogether our Nothing just internet income Champions for assure that we can cover this camp with life-saving bonk net incomes . """"""",1,,,,,,,,,,,,,,
97,9308.0,""""""" Another late accomplishment is the return in colligate in nursing infirmary attendant , ego respecting and rubber manner of 34,052 burundi refugee from Mtabila cantonment , allowing for it block , """" she enjoin .""",1,,,,,,,,,,,,,,
98,4343.0,"indiana A world across the board of limitless data point , in that respect create up lilliputian stopping us from provide refugees with this lifesaving connectivity .",1,,,,,,,,,,,,,,
99,337.0,"Imagine comprise A roofless somebody , walking the street of downtown calgary on bitterly cold evenings .",1,,,,,,,,,,,,,,
