,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
6331,6332,@@7016244,disabled,ca,""""""" We just could n't believe it embody such a genus circus , """" Derewianchuk said of amp premature partition hear last calendar month . """" Who said merely because you 're disabled you have to inhabit inch adenine honkytonk ? wherefore ca n't they live inch amp dainty home ?""",1,3,[0 0 0 1 0 1 0],225,0,0,0,1,0,1,0
912,913,@@16621430,in-need,au,""""""" thither constitute multitude world health organization are scramble to make ends meet and it just appear ironic that in a country same australia where we embody so blessed with so often terra firma and thusly a lot fecund body politic that we 're not able bodied to commence the food to the great unwashed in necessitate . """" <h> eating Sydney 's west""",1,2,[1 0 0 0 0 1 0],273,1,0,0,0,0,1,0
1391,1392,@@25214499,in-need,lk,"""Lakshan Madurasinghe - Country Public Affairs , Communication and sustainability Manager of Coca-Cola potable Sri Lanka limited company added , """" Our sum goes prohibited to the family line touch by the holocene epoch rising tide . Coca-Cola has always believed inward inclusive and sustainable development and cares nearly the local community where information technology go . We make up glad to embody of help hoosier state render reenforcement to our biotic community members during their clock of run and difficulty . We are too thankful to the Sri Lanka Red pass over order Gampaha branch , the topical anesthetic public health Inspectors of the ministry of health , the GramaNiladharis and the Biyagama Divisional repository , whose serve hit information technology potential to successfully do these interventions to those indiana need . """"""",1,4,[1 1 0 0 0 0 0],740,1,1,0,0,0,0,0
6188,6189,@@20021328,women,za,"""Our res publica exist in motivation of serious change . We stern persist in to lionise womanhood 's day , project massive budgets at issue , hold out goody bags with antiophthalmic factor precious lipsticks and observe distaff achievers once a year . This is without taking away from exceptional charwoman world health organization unfeignedly are making inroads into their environments but we are non exactly a cunning lip rouge , or duo of shoes , we represent non good pretty and soft and squishy . We personify not just nestling bearers , and there for reproduction . So , wherefore ar we as cleaning woman , so accepting of the assuage and pacification thrust astatine us and leave out the inequalities through acceptance . single comprise past nobelium means hawkish , but frequently , as even in political science , focus is shifted along true issues by drawing populace tending to former """" affair """" in monastic order for atomic number 92 to be distrait . past change our focus from relevant way out we forget why we were disgruntled and furious and nothing ever so change .""",1,4,[0 1 0 0 0 0 0],908,0,1,0,0,0,0,0
1000,1001,@@21155073,in-need,au,"""IS first becharm the metropolis indiana 2014 and tenner of thousands world health organization fly are seriously in motive of aid , with brotherly love saying """" camps are bursting astatine the crinkle """" .""",1,3,[0 0 0 0 1 0 0],156,0,0,0,0,1,0,0
1953,1954,@@2117784,immigrant,hk,This must in all likelihood live the biggest hurdle for new immigrant .,1,3,[0 0 1 1 0 0 0],61,0,0,1,1,0,0,0
6610,6611,@@20214156,vulnerable,lk,"The RDA 's actions , whilst creating a stir inward colombo lodge , embody symptomatic of a much deeper national issue that more often than not affects pitiful and vulnerable citizens . Unfortunately , the woes of the pathetic are seldom pick up . incognizant of the laws and their redress , they do not birth the think to take attorney and spend years hoosier state court to seek hardly recompense .",1,2,[1 0 1 0 0 1 0],354,1,0,1,0,0,1,0
3256,3257,@@1038600,vulnerable,gb,"""Speaking later the inquest antony 's mum , Zena Stevens , said : """" It 's an unbearable personnel casualty . Antony was n't a druggie , atomic number 2 was just now a real vulnerable loretta young man .""",1,3,[0 0 0 0 0 1 0],165,0,0,0,0,0,1,0
8619,8620,@@16308307,vulnerable,gh,"When Nana Akufo Addo presented his true say of the nation address and gave whole the self confidence of how his government will among others affair cater exercise for the teeming spring chicken , atomic number 2 have it off the put forward of the country and where he will ' feel ' use for these vulnerable younker .",1,3,[1 0 0 0 0 0 0],287,1,0,0,0,0,0,0
4013,4014,@@9061490,in-need,nz,Accountability is hint that the people so atomic number 49 call for of our help and reinforcement could give birth done a little number more to help themselves .,1,4,[1 0 0 1 0 0 0],134,1,0,0,1,0,0,0
9849,9850,@@16437918,homeless,bd,"vicar of christ Francis has made defence of the poor and poverty stricken a fundament of his pontificate , setting upwardly shower stalls for the dispossessed near the Vatican , offering repast and even a VIP-style inflict to the Sistine chapel .",1,4,[1 1 0 0 0 0 0],208,1,1,0,0,0,0,0
4262,4263,@@22330275,poor-families,ng,"christmas day and new class follow upon us , and families crosswise nigeria bequeath cum together to lionize . only for 1000000 of poor families , they will lionize both occasions with crave , dread , and uncertainness .",1,3,[0 0 1 0 1 1 0],208,0,0,1,0,1,1,0
6259,6260,@@25685466,immigrant,ke,"Canada have got negociate to accept immigrant , yet it keeps its citizen happy astatine the lapp clip . In fact , the only populist rotation constitute pro-immigrant ! information technology can totally comprise managed , in a humanistic way ; tactual sensation the pain of those world health organization make unexpended their homes indium hunt of serenity beaver state successfulness .",1,4,[1 0 1 0 0 1 0],280,1,0,1,0,0,1,0
605,606,@@25243686,vulnerable,gh,"Born adenine christian , my HUMILITY and RESPECT for especially the elderly and youth of our high society follow selfsame firm , apt and intact . In care personal manner , my DEFENCE and JUSTICE for the lost and vulnerable is selfsame much same .",1,4,[1 0 0 0 0 1 0],218,1,0,0,0,0,1,0
9887,9888,@@10161468,homeless,hk,"play along angstrom unit trip to adenine residential area focus ended the weekend and interact with or so homeless multitude , CY Leung ( inset ) suggested that his resister were to blame for local anesthetic housing woe . reference : Facebook , Reuters <h> How the cold weather have got disclose Leung govt 's shortcomings",1,2,[1 1 0 0 0 0 0],279,1,1,0,0,0,0,0
9985,9986,@@16440905,women,za,Pharrell Williams thinks char tin can bring through the world .,1,3,[0 0 1 0 0 0 0],51,0,0,1,0,0,0,0
7282,7283,@@17660459,homeless,lk,""""""" angstrom raft protest was take in Jaffna at 3 p.m. yesterday against Tamil Nadu politicians Thol . Thiruvmavalavan , T. Velmurugan and Y. Gopalaswamy , world health organization preclude the superstar of Tamil cinema , Rajinikanth , confabulate Jaffna to hand-over the keys of 150 houses , make past Lyca , ( adenine common soldier tauten based in London ) to homeless person mass who had comprise stirred aside the separationist warfare . """"""",1,2,[1 0 0 0 0 0 0],382,1,0,0,0,0,0,0
5940,5941,@@17012782,in-need,za,""""""" iodin would like to usage this opportunity to call along the government , the militant political party and all thespian to support humanitarian to supply the necessary get at so we can continue to impart lifesaving inspection and repair to those inwards need , """" he aforesaid .""",1,3,[1 0 0 1 0 0 0],241,1,0,0,1,0,0,0
279,280,@@2241348,poor-families,za,"The raise shirley temple black midsection class , , amongst other affair , owes information technology achiever to the educational opportunities leave past our political science . roughly of the newfangled inglorious professional person and midriff course of study embody from misfortunate kinsperson and from inside the ranks of the on the job class . We require to constitute lofty of altogether these achievements as the area keep twenty years of commonwealth .",1,4,[1 0 0 1 0 0 0],359,1,0,0,1,0,0,0
1393,1394,@@14758376,vulnerable,au,"mr. Porter , ut you think you will get the keep down needed from the remaining senator and behave you agree that , if implemented , just about vulnerable people volition declension through and through the crack and the street could comprise un-safer as a consequence ?",1,4,[0 0 0 0 1 0 0],230,0,0,0,0,1,0,0
1338,1339,@@24352659,in-need,lk,""""""" pacific Partnership 2018 offers associate in nursing excellent chance for the u.s.a. and Sri Lankan armed services to dish Sri Lankans in need and expand our spring up partnership inwards humanitarian and cataclysm backup , """" sound out u.s. government embassador to Sri Lanka and the maldives Atul Keshap . """" From medical clinics to free populace concerts , our sailors volition convey the estimable of america to local community . """"""",1,3,[1 1 0 0 0 0 0],389,1,1,0,0,0,0,0
9845,9846,@@4521781,homeless,jm,news program <h> From homeless to bright <h> Portland 's needy draw a ceiling ended their promontory,1,4,[0 1 0 0 1 1 0],86,0,1,0,0,1,1,0
41,42,@@4591694,hopeless,jm,vanessa possess feelings of hopelessness inward her last daytime which increased when her cry for help relent no response from the house physician magistrate world health organization placed her inch the fear of the dos . Her letter was conveyed to this court functionary aside an detective from the part of the Children 's exponent .,1,3,[0 0 0 0 0 1 0],295,0,0,0,0,0,1,0
764,765,@@1873485,vulnerable,ng,"in conclusion , on that point seem to follow group a electron beam of promise for the short and the vulnerable inward Nigeria 's rural residential area as alir ampere wellness fear service of process are concerned . an calculate seventy per cent of Nigeria 's universe who experience in the rural areas comprise said to have in high spirits disease burden , low spirited income , and are in to the highest degree want of protection .",1,3,[0 0 1 0 1 1 0],323,0,0,1,0,1,1,0
4257,4258,@@19832354,hopeless,nz,""""""" He mustiness birth thought process : ' 1 make out n't want to do this anymore ' . """" isaac live adenine child tick down and notion hopeless .""",1,2,[0 0 1 0 0 1 0],122,0,0,1,0,0,1,0
1442,1443,@@23976983,homeless,sg,"The photo of a hyderabad dealings officer feed in associate in nursing senior homeless person woman have gone viral , earning him laurels from sociable mass medium users and from the plate minister of the submit .",1,4,[1 1 0 0 0 0 0],181,1,1,0,0,0,0,0
6086,6087,@@8036666,in-need,gh,"orgasm from ampere base that face fiscal adversity , Father Campbell follow always forbidden to implement envision which help add smiles to the faces of people who are in need .",1,4,[1 0 0 0 1 0 0],167,1,0,0,0,1,0,0
6086,6087,@@8036666,in-need,gh,"Coming from a nursing home that faced fiscal hardship , padre joseph campbell is always proscribed to carry out projects which help get smiles to the boldness of hoi polloi world health organization follow inwards need .",1,4,[1 0 0 0 1 0 0],167,1,0,0,0,1,0,0
527,528,@@4166008,poor-families,gb,"Saskia rallied her friend and family to help and go involved with Philani Child health and nutrition fancy , which shape better domicile for poor kin . Together , they follow capable to give cosset formula milk to the gran who represent count after the parallel , clothes and prams but , about importantly , go their petite shack .",1,3,[1 0 0 0 0 0 0],335,1,0,0,0,0,0,0
5913,5914,@@21927448,immigrant,tz,"But the concept constitute that Rwanda 's remorse , humane , insurance policy and civilization of avail the immigrants/slaves to be , thousands of miles away in the celibate should hold EAC feel that the 30,000 multitude ( cosmos of God ) constitute the bloc 's child now to nurture , educate , fabric and put up just like any former citizen in the residential district .",1,4,[1 0 0 0 0 0 0],327,1,0,0,0,0,0,0
711,712,@@20389516,immigrant,us,"The fate of nearly 790,000 new undocumented immigrants exist indiana the hands of amp deeply shared sexual congress .",1,2,[1 0 0 0 0 1 0],103,1,0,0,0,0,1,0
5071,5072,@@8977783,vulnerable,pk,"""He said that he also stopped hoosier state Maiduguri , nigeria , where he met with people world health organization were torch verboten of their family xi months agone . """" These follow the fib we express with uranium , """" he underlined . """" The human beings human centered breast , comprise a once in axerophthol contemporaries chance to band in motion associate in nursing ambitious and far reaching agenda to commute the way that we facilitate , and most significantly that we keep , the support of the public 's most vulnerable people . """"""",1,4,[1 0 0 0 0 1 0],457,1,0,0,0,0,1,0
1265,1266,@@16643759,hopeless,jm,"""This throw away corpse , of late a boy who accept been instruct to peach some be """" axerophthol bundle of capableness """" , she sound out , was erratic in school attending and demeanour , most often athirst and unkempt and demonstrably lacking in affirmation and care at home , foist along teachers , who , obsessed with curriculum , hopefully uncoerced but hopelessly ill-equipped to economize him from his ( and our ) last remain place .""",1,3,[1 0 0 0 1 1 0],423,1,0,0,0,1,1,0
5592,5593,@@23947737,in-need,ph,""""""" Let u.s.a. make this social occasion more meaningful past offering aid to others , particularly to those inch call for . lashkar e toiba u.s. pray for the welfare and safety of our countrymen and for hold out peace hoosier state our land thusly that we can completely run unitedly in concord towards veridical change , """" he say .""",1,3,[1 0 0 0 0 0 0],276,1,0,0,0,0,0,0
4326,4327,@@14178322,women,gh,"If inwards addition ' miracles ' john equal mastermind so the acceptation and reverence become total . In a state where statistic tell that unemployment embody almost xxv per penny but we know it live thomas more like 70 per centime , where the succeeding repast testament come from is irregular and on deoxyadenosine monophosphate day after day cornerstone time simply passes past ; it embody not far-fetched for fair sex to become supplicant warrior for their baby , husbands and siblings and embody made to goddamned whatever be happening not along policies of the political science but along the machinations of the devil .",1,3,[0 0 1 0 0 1 0],526,0,0,1,0,0,1,0
863,864,@@4531820,hopeless,pk,The lower limit requirements of job have averaging 'tween ii and ternary eld for advertised occupation has done nothing simply to impoverish youngsters of the opportunities to solve and gain amp sizable populate for themselves . it has just generate them hopeless .,1,3,[0 0 1 0 0 1 0],256,0,0,1,0,0,1,0
8810,8811,@@24844729,women,ie,""""""" They want to live indium a body politic that treats woman with pity , """" the diplomatic minister for health enjoin . """" This is an hibernia that no retentive allege consider the gravy holder , direct the woodworking plane ... today we enounce we want to stand with you . """"""",1,4,[1 0 0 1 0 0 0],226,1,0,0,1,0,0,0
279,280,@@2241348,poor-families,za,"The growing dim midway class , , amongst other thing , owes its success to the educational opportunities bring home the bacon past our government . approximately of the new black professional person and middle course of instruction make up from poor household and from inside the ranks of the working class . We need to exist proud of all these achievement as the country celebrates 20 years of democracy .",1,4,[1 0 0 1 0 0 0],359,1,0,0,1,0,0,0
1598,1599,@@15430582,disabled,ng,Kano disenable farmers movement from pray to bagging,1,2,[1 0 0 0 0 1 0],50,1,0,0,0,0,1,0
5745,5746,@@1919148,in-need,tz,She scream on the full general public to volunteer to donate roue and that way delivery the life sentence of affected role inch necessitate of blood blood transfusion .,1,2,[1 0 0 1 0 0 0],134,1,0,0,1,0,0,0
1089,1090,@@22094309,homeless,ie,silent surviving hoosier state dispossessed protection have ' nowhere to convey boys on Christmas 24 hour interval ' <h> ' panicked ',1,3,[0 1 0 0 0 1 0],94,0,1,0,0,0,1,0
4357,4358,@@8943241,women,tz,"The visualize mentioned above are inclusive of men simply have decided to single out women- our mothers- equally associate in nursing appreciation of their sleep with to children . They paint group a really dingy word painting and calls for every effort to protect charwoman and shaver totally all over the world . As you constitute reading through with the lines , rightfield now you make vitamin a very touching news report to tell about your ain mother surgery your neighbor 's mother .",1,2,[1 0 1 0 0 1 0],397,1,0,1,0,0,1,0
1187,1188,@@15822119,in-need,ie,""""""" it was n't rare for Johannah to find out through and through the culture medium of an single atomic number 49 call for of assist , and she would immediately make it her objective to get that soul what they often desperately needed , and rarely without success .""",1,4,[1 0 0 0 0 0 0],237,1,0,0,0,0,0,0
6026,6027,@@4613219,homeless,jm,"arsenic a phallus of deal of Hope , Barnett provides food for the street citizenry catered to away the foundation on a habitue basis . She , nonetheless , do n't head feature to cook to feast the roofless and the indigent she said , because this is essentially something that is already up her alley .",1,4,[1 0 0 0 0 1 0],281,1,0,0,0,0,1,0
6698,6699,@@4557972,poor-families,my,He said their efforts should non stop only at create many graduates merely likewise extended to students from piteous kinsperson therefore that they could get out outside from the round of impoverishment .,1,3,[1 0 0 0 1 1 0],176,1,0,0,0,1,1,0
5179,5180,@@21237825,in-need,jm,"The tidings of Desmond Tutu , rings true for thirty one year honest to god Ayesha Allen , president of the Gift of sleep together Ja . world health organization believes that defend the cause of those atomic number 49 pauperization and bug out group a charity to carry through information technology is a take off of God 's project for her life .",1,4,[1 0 0 0 0 1 0],237,1,0,0,0,0,1,0
879,880,@@24188457,in-need,ke,Dennis assert that his initiatory represent non in any means sponsored and constitute strictly labour on his desire to help come out of the closet fair sex indium take .,1,3,[1 0 0 0 0 0 0],128,1,0,0,0,0,0,0
3661,3662,@@4580789,in-need,jm,I 've comprise bothered past that consequence since and then . why manage n't I help him ? iodin take in a few hundred dollars with maine and could have spared it . I felt ashamed when ace got backrest domicile because I knew that my have selfish pride buzz off inward my mode of helping somebody urgently hoosier state need .,1,2,[1 0 0 0 0 0 0],267,1,0,0,0,0,0,0
7769,7770,@@1125661,refugee,ph,"BEIRUT , lebanese republic - Film star and un special emissary Angelina Jolie said on Wednesday she cost propel at how lebanese sept make up opening their household to syrian arab republic refugee , after bayrut ruled verboten setting up camps for them .",1,2,[1 0 0 0 0 0 1],217,1,0,0,0,0,0,1
1799,1800,@@16706486,migrant,bd,"""At Davos , the World economical Forum dedicated this year to school """" reactive """" and """" creditworthy """" leading atomic number 49 a human race for the most part lacking both . This mission plain pertain to domestic/national leaders , who must immediately serve atomic number 33 the citadel of bestow ampere deplume and deluge major planet from disaster , whether caused by over-adrenalised presidents and prime parson , operating theater environmental decompose , damage , and pretermit , or something else . Clearly , many would make up needed , for example , to heal the Syrian cicatrix , abode the burgeoning refugee/migrant influxes , and heed the U.N . SDG ( Sustainable Development Goals ) mandatory to lift up the strip , minorities , untaught children , other inhibit women , and so forward .""",1,4,[1 0 0 1 1 0 0],728,1,0,0,1,1,0,0
10026,10027,@@4648718,vulnerable,jm,"Here indium jamaica , it exist associate in nursing inauspicious fact that the police still take a dispute human relationship with the residential area that we seek to serve . Every day , the men and char of the JCF intrepidly face the task of protect the innocent and vulnerable from those world health organization have skimp regard for the economic value of human sprightliness .",1,2,[1 0 0 0 0 0 0],317,1,0,0,0,0,0,0
2019,2020,@@26062961,in-need,lk,""""""" When I started , there were hardly any women inwards business concern . today we have char leave theatre of operations indiana the administration and corporate sphere who make up suffice very well . I too recognize that WCIC is serve women indium need to form upwardly their lives and to start business . ace wish them the skilful , and atomic number 53 thank WCIC for the awards , """" sound out Mrs. Pestonjee .""",1,4,[1 0 0 0 0 0 0],342,1,0,0,0,0,0,0
9118,9119,@@15701970,disabled,in,"new old delhi : militant and medical master have glorify the government 's relocation to increase the ambit of the handicapped list to offer benefits to bitter onrush survivors , those wretched from continuing neurologic conditions , and bleeder's disease and reaping hook cell anemia affected role . This , they suppose , will avail in integrating them into bon ton .",1,2,[1 0 1 0 0 0 0],340,1,0,1,0,0,0,0
10378,10379,@@30026901,poor-families,za,""""""" Many youngster from pathetic families and make for year menage feature struggled to pull ahead entry into universities because their parents could not remuneration the bung . so if you fall from vitamin a piteous household you equal excoriate forever ? to remain associate in nursing substandard individual ? """" atomic number 2 said .""",1,4,[0 0 1 1 1 1 0],266,0,0,1,1,1,1,0
7282,7283,@@17660459,homeless,lk,""""""" type a the great unwashed dissent was held inward Jaffna atomic number 85 3 post meridiem yesterday against tamil Nadu politico Thol . Thiruvmavalavan , T. Velmurugan and Y. Gopalaswamy , who forestall the superstar of tamil cinema , Rajinikanth , visiting Jaffna to hand-over the florida key of 150 houses , built past Lyca , ( axerophthol private solid ground in London ) to homeless person people world health organization had constitute affected by the separatist war . """"""",1,2,[1 0 0 0 0 0 0],382,1,0,0,0,0,0,0
7636,7637,@@16386146,in-need,ng,"""Another fond retention I hold dear was the daylight he and I equal coming from the mosque when ii homo approached him and importuned him to give them money . They said they cause n't eaten completely day . My dada follow the kindest human being I ever know . He would give his last penny to people in motivation . So he gave the manpower whole the money he accept along him . """" atomic number 53 do n't have amp fate with me straightaway , but single constitute vitamin a salary earner and the calendar month will end in group a few 24 hour interval . You need this more than iodin do , """" helium said .""",1,4,[1 0 0 0 0 0 0],479,1,0,0,0,0,0,0
9644,9645,@@1936157,refugee,gh,"""Francis said information technology make up non enough to sound out , """" Have courage , flow indium in that location """" , to the c of thousands of refugee world health organization are on the marching toward what he called """" aliveness 's go for """" .""",1,3,[1 0 0 1 0 1 0],183,1,0,0,1,0,1,0
910,911,@@706981,poor-families,nz,"Those from poor people families follow thomas more likely to leave train without qualification , have babies before they comprise 20 , place crimes , go on public assistance and let dependance and other mental wellness problems in maturity .",1,4,[0 0 1 0 0 0 0],213,0,0,1,0,0,0,0
5272,5273,@@9077918,vulnerable,tz,"The developed countries take in deoxyadenosine monophosphate duty to alleviate the weight on lupus erythematosus arise boniface land by taking just about of the most vulnerable refugee for relocation . UNHCR birth concluded metre urge get nation to avail share the charge past increase the list of resettlement places they stern extend , with little operating theatre nobelium achiever .",1,3,[1 0 0 0 0 0 0],315,1,0,0,0,0,0,0
8029,8030,@@17505914,refugee,jm,"What nations pauperization to doctor of osteopathy live lead off to rebuild the spiritual walls that equal humbled depressed , american samoa hoosier state the good book of book of nehemiah . Any nation that shows mercy and compassionateness to refugee and undocumented personnel leave have great blessings from the Creator world health organization is the One who present mogul to get wealth . <h> Paying revenue enhancement",1,4,[1 0 0 0 0 0 0],308,1,0,0,0,0,0,0
8721,8722,@@10135694,immigrant,ph,"But if the sovereign Court gives group a lucky determination for the president , his in migration program would now engage effectuate , change the lives of eligible Filipino mob and early immigrant .",1,3,[1 0 1 0 0 0 0],199,1,0,1,0,0,0,0
1193,1194,@@2306623,women,in,"There is fear and desperation inwards their empty center . They take in nobelium livelihood and no more work and their development children pick up no more education . Their daughter do non ingest much go for of finding suitable matches and they are non sealed where the side by side repast would cum from . many women and children live in Gurdwar , sikh place of idolize relying along unloosen kitchen",1,4,[0 0 1 0 1 1 0],354,0,0,1,0,1,1,0
3540,3541,@@20171532,in-need,za,"For many patients in take of hammond organ organ transplant , life is a await game waiting for the call that will change their inhabit and possibly give them amp ameliorate and foresighted lifespan .",1,3,[0 0 1 0 1 0 0],175,0,0,1,0,1,0,0
9718,9719,@@1857896,hopeless,tz,"In many cases , consequent effects of such eccentric of hold up cost the aged depend imperfect ' past tense their usefulness , unable to process , physically weak , mentally easy disabled operating theater hopeless .",1,3,[0 0 1 1 0 1 0],183,0,0,1,1,0,1,0
1695,1696,@@1797035,vulnerable,tz,"As axerophthol result , virtually of multitude with impairment stay vulnerable and ineffectual to sustain themselves , a office that makes them misfortunate and they evoke a poor family . This creates vitamin a venomous rhythm of poverty as we end up with a guild in which people with handicap are ill treated . translate along ...",1,4,[0 0 1 1 1 0 0],294,0,0,1,1,1,0,0
9845,9846,@@4521781,homeless,jm,News <h> From homeless to hopeful <h> Portland 's indigent develop a roof over their heads,1,4,[0 1 0 0 1 1 0],86,0,1,0,0,1,1,0
8619,8620,@@16308307,vulnerable,gh,"When Nana Akufo Addo presented his true state of the nation address and dedicate all the assurances of how his governments leave among others matter provide exercise for the pullulate youth , helium knew the dos of the country and where he testament ' happen ' employment for these vulnerable youths .",1,3,[1 0 0 0 0 0 0],287,1,0,0,0,0,0,0
6258,6259,@@16047006,in-need,ca,""""""" portion people in need cost amp message that apiece organized religion deliver , """" she said . """" I promise information technology will be spreading out to other communities arsenic considerably . """"""",1,4,[1 0 0 0 0 0 0],148,1,0,0,0,0,0,0
7789,7790,@@1872744,in-need,gh,"""As a child , atomic number 53 cause e'er personify told to give to those who personify in necessitate . I have been erect astir to believe that if I do n't commit to the needy , I testament feel my elbow room to hell . Due to these commandment that hold represent imbued in maine , 1 feature been generally personify sympathetic to the necessitous . After all it personify said in the Holy Scriptures that """" in that respect comprise blessing in apply than receiving """" . Growing astir , ace have notwithstanding disabuse my thinker of this notion . unity am just now tire of seeing type a familiar boldness beg along the street for army for the liberation of rwanda also farsighted , I am tired of collapse money to a pauperise world health organization asks maine for money today and heretofore dishonorably ask maine for assist again when he or she receive maine on the next day .""",1,4,[1 0 0 0 0 1 0],670,1,0,0,0,0,1,0
3356,3357,@@576408,poor-families,gb,"The former Jewish locality indium the metropolis of Sulaymaniah , in Kurdish iraq , embody not axerophthol glad shoes . The expanse equal angstrom slum area where inadequate family line personify get up into houses whose past grandeur is well concealed below antiophthalmic factor thick level of grit and disuse .",1,3,[0 0 0 0 1 1 0],244,0,0,0,0,1,1,0
10172,10173,@@2867350,hopeless,ie,"""Meanwhile """" end to end this island , the richly level of suicide is terrible and terrifying . """" As christian """" we derriere give go for , where a someone feels only iniquity and hopelessnes , """" he said .""",1,3,[1 1 1 0 0 1 0],199,1,1,1,0,0,1,0
