,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
3671,3672,@@18905550,homeless,lk,"Yes , DMC you are very good at adding numbers , I am sure the dead and homeless are really thankful that you have the numbers . But as a government department I do not see any action in preventing , educating , keeping sos supply depots , or indeed any action , apart from the armed forces providing aid and the common man .",1,3,[0 0 0 1 1 0 0],324,0,0,0,1,1,0,0
5755,5756,@@7774510,homeless,bd,""""""" The government has collected information from all over the country and found that some 280,000 people are now homeless . I 've directed the authorities concerned to provide shelter to these people in the next three years . We 'll give them home ... no one will remain homeless , """" she added .""",1,3,[1 0 0 0 0 0 0],298,1,0,0,0,0,0,0
1122,1123,@@4661628,homeless,pk,""""""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . """" ( Ashfaq Ahmed )""",1,3,[0 0 0 0 1 1 0],209,0,0,0,0,1,1,0
4277,4278,@@20297988,in-need,sg,"That is why he encouraged citizens to give their time , talent and resources to help those in need , he said .",1,4,[1 0 0 0 0 0 0],110,1,0,0,0,0,0,0
3766,3767,@@20837918,poor-families,in,"During the interaction , members from different Self Help Groups shared their experiences of positive change in enhancing their livelihoods and confidence they have attained by associating themselves with the SHGs of UMEED . The Minister appreciated the women for changing their fate and ensured that more blocks shall be brought under the programme on fast-track basis and anticipated a big turnaround in the lives of poor families of the block .",1,3,[1 0 0 1 0 0 0],447,1,0,0,1,0,0,0
7873,7874,@@24959881,in-need,hk,Hope Reins pairs rescued horses with kids in need <h> The faith-based organization offers equine counselors to children who have faced abuse and neglect,1,4,[0 0 0 0 0 1 0],152,0,0,0,0,0,1,0
8838,8839,@@4675022,homeless,my,""""""" A vagrant even told me that he did not want to return to the streets ever again because of my movie . I mean , how much money can you pay to get a homeless person back on the right track ? """"""",1,4,[1 0 0 0 1 0 0],196,1,0,0,0,1,0,0
7109,7110,@@19763834,in-need,my,""""""" For example , we also extended help to the people of Yong Peng , which is under the opposition , because it is our responsibility to help those who are in need , """" he added .""",1,3,[1 0 0 0 0 0 0],180,1,0,0,0,0,0,0
7067,7068,@@15219246,poor-families,lk,"""On the pretext of """" getting to know how the other side of the world lives , """" they initially shared accommodation free of charge with poor families . After befriending the parents , they craftily sought permission to """" adopt young girls and boys , """" to take to Western countries , making philanthropic approaches and finally exporting young kids to foreign lands . In many cases , such children were forcibly made sex slaves or pornographic ' film actors ' !""",1,3,[1 0 0 0 0 0 0],464,1,0,0,0,0,0,0
4964,4965,@@1834898,homeless,tz,He said he is thrilled to be participating in what really is a life changing opportunity for the country 's children who were at one time homeless abandoned and without hope .,1,3,[1 0 1 1 0 1 0],175,1,0,1,1,0,1,0
5194,5195,@@14778748,hopeless,ca,"But what is most striking about Mr. Trump 's answer is the bleak picture he pains of inner-city America and black life : poverty , gun violence , poor education and hopelessness .",1,4,[0 0 1 0 0 1 0],179,0,0,1,0,0,1,0
2165,2166,@@9807531,poor-families,nz,"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to health care ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .",1,2,[0 0 1 0 0 0 0],473,0,0,1,0,0,0,0
8660,8661,@@4518645,in-need,pk,""""""" They are not humans to be looting something that is supposed to be delivered to their brothers in need , """" he went on to say .""",1,3,[1 0 0 1 0 0 0],132,1,0,0,1,0,0,0
8204,8205,@@19682691,vulnerable,za,"The plight of the vulnerable people of Platfontein was put in the spotlight once more when food parcels , clothes and blankets were donated to at least ten families on Mandela Day . During the handover was from the left James Manyemi ( community leader ) , Elmarie Mostert and Faith Binase ( Sadtu ) , Huthiwa Xoyo and Maria Kakuti ( beneficiaries ) and Ludi Kandaro and Desiree Kapira ( Platfontein youth members ) . Photo : Boipelo Mere",1,3,[1 1 0 0 0 0 0],438,1,1,0,0,0,0,0
930,931,@@3459975,migrant,in,"KOLKATA : He has never been an officer who sat back and allowed things to remain as they were . When in charge of correctional homes in West Bengal , he gave top priority to human rights and reform and rehabilitation of inmates . Later , when in charge of the Border Security Force ( BSF ) in India 's eastern theatre , BD Sharma not only helped improve ties with Bangladesh 's border guarding force Border Guard Bangladesh ( BGB ) but won the hearts of people in the neighbouring country by ensuring education for an illegal immigrant 's child and finally sending her back home .",1,4,[1 0 0 0 0 0 0],580,1,0,0,0,0,0,0
9275,9276,@@24343785,migrant,ph,"The conservative-majority , nine-member court has never heard arguments on the legal merits of the travel ban or any other major Trump immigration policy , including his move to rescind protections for young immigrants sometimes called Dreamers brought into the United States illegally as children .",1,4,[0 0 0 0 0 1 0],299,0,0,0,0,0,1,0
5279,5280,@@10243043,homeless,ng,"The single mum of one , talked about several issues including the African Women project , her new album and her mission to help homeless kids in Nigeria and how she uses her music platform to impact lives and be a voice to several Nigerians . She also spoke about her forth coming album and what her fans should expect from it .",1,3,[1 0 0 0 0 0 0],328,1,0,0,0,0,0,0
8122,8123,@@22850364,in-need,lk,"""Dinu had developed a theme of life . It was , """" The circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" Dinu did n't let these new and trying circumstances change any aspect of her character or her life . Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . Though she was in need , she was always there to help others when needed . She always had time to talk to her friends . Dinu 's Bible theme verse was Col 4:2 """" Continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",1,3,[1 0 0 1 0 1 1],603,1,0,0,1,0,1,1
1442,1443,@@23976983,homeless,sg,"The photo of a Hyderabad traffic policeman feeding an elderly homeless woman has gone viral , earning him accolades from social media users and from the Home Minister of the state .",1,4,[1 1 0 0 0 0 0],181,1,1,0,0,0,0,0
5431,5432,@@3826227,vulnerable,gb,"' A large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the UK 's most vulnerable people . '",1,3,[1 0 0 1 0 0 0],178,1,0,0,1,0,0,0
10219,10220,@@14374320,homeless,lk,"Addressing the FCA on the World democracy Day , Deshapriya said he wanted even homeless people in the country to be able to participate in elections and a survey was underway to get an understanding of the numbers involved .",1,3,[1 0 0 0 0 0 0],224,1,0,0,0,0,0,0
1299,1300,@@4579579,hopeless,jm,"While traversing various communities in Jamaica , one can see the hopelessness on the faces of many of our youth . Today , you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use . Unless we are able to create more jobs very soon , the crime rate will spiral .",1,3,[1 0 1 1 1 1 0],355,1,0,1,1,1,1,0
5186,5187,@@22403994,homeless,ke,""""""" So instead of recrimination , let us join hands in common work . Let us feed the hungry , let us house the homeless , let us give work to those who have none , and let us bring medicine to those who are ill , """" Uhuru said .""",1,4,[1 0 0 0 0 0 0],229,1,0,0,0,0,0,0
9662,9663,@@18602719,homeless,pk,"Back to the commercial , the artists mentioned above request the audience to donate for homeless children , senior citizens and above all for Edhi , who was always willing to lend a hand to anyone who needed it .",1,3,[1 0 0 0 0 0 0],212,1,0,0,0,0,0,0
4526,4527,@@15517306,in-need,za,"For now the families are staying with friends and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1,3,[1 1 1 0 0 1 0],285,1,1,1,0,0,1,0
3488,3489,@@21115485,vulnerable,gh,Mr Vigbedor urged the traditional leaders to be ambassadors in their respective communities to help reduce stigma and restore hope to such vulnerable groups .,1,4,[1 0 0 1 0 0 0],158,1,0,0,1,0,0,0
1114,1115,@@20705867,hopeless,ng,""""""" We have to sit down , dialogue with those who are agitating and start looking at meaningful solutions that can give them hope . Once a country makes her people to develop a sense of hopelessness , the people will agitate a lot . """"""",1,4,[1 0 0 1 0 0 0],236,1,0,0,1,0,0,0
3332,3333,@@16421821,women,ng,"Austin Ayemidejor , Asaba airport project director ; Speaker of the state house of assembly , Monday Igbuya and chairman of Sapele local government area , Ejaife Odebala , and others visited the scene of the fire incidents and dropped words of encouragement and promised support for the market women who lost their goods to the fire .",1,3,[1 1 0 0 0 0 0],334,1,1,0,0,0,0,0
5030,5031,@@26291433,vulnerable,pk,""""""" The safety and well-being of our vulnerable populations are very important to us . The Diocese of Orlando Safe Environment Policy reflects vital measures to safeguard the children of God . We pray for all victims and their families and for those involved in this situation , """" officials said in a news release .""",1,4,[1 1 0 0 0 0 0],317,1,1,0,0,0,0,0
6336,6337,@@20131711,refugee,my,"""Speaking about the third verb Promoting , the Holy Father notes that """" many migrants and refugees have abilities , such as their ability to work . He goes on to encourage a determined effort to promote the social and professional inclusion of migrants and refugees , guaranteeing for all the possibility of employment , language instruction and active citizenship .""",1,4,[1 0 0 1 0 0 0],368,1,0,0,1,0,0,0
8757,8758,@@19866333,vulnerable,ng,"In this interview with Samuel Oladimeji , MD/ CEO Fortis Mobile Money Limited , talks about his company , how it has helped the federal government achieve its aim of ameliorating the sufferings of the poor and the vulnerable and more . He spoke with Medinat Kanabe .",1,3,[1 0 0 0 0 0 0],266,1,0,0,0,0,0,0
6961,6962,@@24833883,poor-families,gb,"One viewer tweeted : ' EastEnders back to its best ... has me crying with Carmel tonight ... ' while a second viewer wrote : ' Carmel absolutely broke my heart tonight ! Makes me think about these poor families that get news like this in real life , so many what ifs and why 's - this needs to change ! ! '",1,3,[0 0 0 0 0 1 0],306,0,0,0,0,0,1,0
863,864,@@4531820,hopeless,pk,The minimum requirements of job experience averaging between two and three years for advertised jobs has done nothing but to deprive youngsters of the opportunities to work and earn a respectable living for themselves . It has just rendered them hopeless .,1,3,[0 0 1 0 0 1 0],256,0,0,1,0,0,1,0
3860,3861,@@3066461,homeless,ph,"""In time , when the housing backlog for the low middle- and low-income families will have been significantly whittled down to manageable levels , the government can start looking at ways and means to bring these """" lesser """" Filipinos into the embrace of economic health -- and away from that malady called homelessness .""",1,4,[1 0 0 0 1 1 0],322,1,0,0,0,1,1,0
3054,3055,@@25538823,poor-families,in,DMK working president M K Stalin on Sunday condemned the proposal of the Centre to conduct NEET online through the National Testing Agency . The move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education .,1,2,[0 0 0 0 0 1 0],282,0,0,0,0,0,1,0
8320,8321,@@2889824,homeless,gb,""""""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""",1,4,[1 0 0 0 0 1 0],202,1,0,0,0,0,1,0
1550,1551,@@23781220,migrant,bd,"This group of global leaders will provide their insights in the current plight of migrants and refugees , and their vision for addressing this humanitarian challenge over the next decade .",1,4,[1 0 0 1 0 0 0],188,1,0,0,1,0,0,0
10378,10379,@@30026901,poor-families,za,""""""" Many children from poor families and working class households have struggled to gain entry into universities because their parents could not pay the fees . So if you come from a poor family you are condemned forever ? to remain an inferior person ? """" he said .""",1,4,[0 0 1 1 1 1 0],266,0,0,1,1,1,1,0
6652,6653,@@18700654,vulnerable,ph,"The climate accord to which the Philippines has set a goal of 70% carbon emission reduction by 2030 , depending on financial , technological , and capacity-building support , was made possible partly due to our country 's leadership role as chair of the Climate Vulnerable Forum that focused the attention of last year 's 21st Conference of Parties meeting in Paris on the plight of the poor and most vulnerable .",1,3,[1 0 0 0 0 0 0],413,1,0,0,0,0,0,0
6500,6501,@@15562743,in-need,au,"I 'm a big supporter of the charity Dress for Success , which provides professional clothing and styling tips for women in need for job interviews . Most of those helped have come out of violent relationships or prison , and a new suit and hair and makeup goes a long way in shoring up the confidence needed to secure a job and improve your financial future .",1,4,[1 1 1 1 0 0 0],359,1,1,1,1,0,0,0
2716,2717,@@19228585,in-need,ke,"The Central Market of Thessaloniki ( CMT ) is working on the launch of a project with Bulgarian organizations , which is meant to reduce the waste of fruits and vegetables . The goal of the project is to collect fresh produce that is unfit for commerce but is still perfectly fine for consumption . These volumes of produce are then redistributed to initiatives for the support of people in need , such as food banks . The project still has to be approved by the European Commission .",1,2,[0 1 0 0 0 0 0],484,0,1,0,0,0,0,0
7449,7450,@@15889304,hopeless,ng,"""The tour of projects saw editors and the Governor trekking over several kilometres . It was a show of popularity as residents of the various communities and parts of the Port Harcourt metropolis visited trooped out to hail and catch a glimpse of the man they fondly called """" Our Governor """" . If democracy is about connecting with the people and lifting their status through development , Wike has etched his name on the boulders of history . He was welcomed everywhere as the man who connected the disconnected people through roads and bridges ; as the leader who comforted the broken-hearted , the pensioners , the artisans , the civil servants and much more as the man who gave hope to the hopeless hoi-polloi .""",1,4,[1 0 0 0 0 1 0],717,1,0,0,0,0,1,0
2071,2072,@@23195972,poor-families,gb,"Children born to poor families deserve that experience just as much as rich ones . Regulators who lie with every second breath , can not be expected to understand . <h> Anonymous",1,3,[1 0 0 0 0 0 0],178,1,0,0,0,0,0,0
527,528,@@4166008,poor-families,gb,"Saskia rallied her friends and family to help and became involved with Philani Child Health and Nutrition Project , which builds better shacks for poor families . Together , they were able to give baby formula milk to the grandmother who is looking after the twins , clothes and prams but , most importantly , extend their tiny shack .",1,3,[1 0 0 0 0 0 0],335,1,0,0,0,0,0,0
7153,7154,@@3332539,poor-families,ie,"The Hope Foundation is a charity working with street and slum children in India . They work to free children and poor families from lives of pain , abuse , poverty and darkness . Living on the streets , children are exposed to horrendous physical and sexual abuse .",1,4,[1 0 0 0 1 1 0],265,1,0,0,0,1,1,0
9167,9168,@@14922611,refugee,ng,"""I wanted to humanise personal stories hoping people would take notice of the breadth and complexity of children seeking refuge . I was totally committed to taking every chance to put a human face to children refugees and to deliver a fresh and unique photography . """"""",1,3,[1 1 0 0 0 1 0],269,1,1,0,0,0,1,0
4929,4930,@@16678353,refugee,nz,""""""" New Zealand could expand its sponsored refugee trial to accommodate those refugees with whom America has broken faith . This need not be at any particularly large cost to the Government . All the government needs to do is let caring New Zealanders help """" - see : Doing good , and doing well as a consequence .""",1,3,[1 0 0 1 0 0 0],315,1,0,0,1,0,0,0
1089,1090,@@22094309,homeless,ie,Mum living in homeless shelter has ' nowhere to bring boys on Christmas day ' <h> ' panicked ',1,3,[0 1 0 0 0 1 0],94,0,1,0,0,0,1,0
7958,7959,@@22177675,hopeless,gh,"President Akufo-Addo noted that despite democracy gaining roots on the Continent , and the positive economic strides , there were justifiably pressing demands to address issues of widespread unemployment and the sense of hopelessness in the future , that compels large numbers of Africa 's youth to travel across the Sahara Desert and traverse perilous oceans in search of a better life in the developed world .",1,3,[1 0 0 0 0 1 0],411,1,0,0,0,0,1,0
6326,6327,@@15723145,disabled,gh,"And so what is this hustling scam-artist talking about ? The rump-CPP presidential candidate has also been screaming a lot in the name of Ghana 's communities of the disabled and abjectly deprived . Now , let Mr. Greenstreet , who has promised to supply free wheelchairs to the crippled and poor if voted into power , point us to a single substantive or significant project that he has undertaken for the especial benefit of the country 's poor and destitute , besides endlessly running his loud mouth .",1,4,[1 0 0 0 0 1 0],503,1,0,0,0,0,1,0
6193,6194,@@19824150,poor-families,ph,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",1,4,[0 0 1 1 1 1 0],760,0,0,1,1,1,1,0
8494,8495,@@4567045,poor-families,pk,"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",1,3,[1 0 0 0 1 1 0],253,1,0,0,0,1,1,0
148,149,@@1387882,disabled,us,"Krueger recently harnessed that creativity to self-publish a book featuring the poems , artwork , photography and short stories of 16 ill or disabled artists from around the world . She hopes the book , which contains some of her own work as well , will show how talented disabled people can be .",1,2,[1 0 0 0 0 0 1],296,1,0,0,0,0,0,1
194,195,@@4478900,homeless,gb,Housing Minister Grant Shapps added : ' The plight of homeless people should be on our minds all year round - not just at Christmas .,1,4,[1 0 0 1 0 0 0],133,1,0,0,1,0,0,0
9409,9410,@@2424134,vulnerable,ie,"She was only 26 at the time and looks like a trapped , wounded animal backed into a corner and staring straight down the barrel of a gun . The raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out for help behind tear-filled eyes .",1,3,[0 0 0 0 1 1 0],314,0,0,0,0,1,1,0
3856,3857,@@23482625,disabled,ke,Six other nominated senators will be nominated to represent the youth and the disabled .,1,3,[1 0 0 0 0 0 0],88,1,0,0,0,0,0,0
9787,9788,@@18457636,women,pk,TurkIt 's heartening to see that measures are being taken in Khyber Pakhtunkhwa ( KP ) to empower women and give them work opportunities . You ! takes a look ...,1,4,[1 0 0 0 0 0 0],161,1,0,0,0,0,0,0
1752,1753,@@25189561,hopeless,lk,"""According to the US Substance Abuse and Mental Health Services Administration ( SAMHSA ) , """" suicidal experiences are about overwhelming emotional pain where one feels trapped , alone and hopeless . It is not their life that they wish to extinguish ; it is this pain they want to kill """" .""",1,4,[0 0 0 1 0 1 0],292,0,0,0,1,0,1,0
6645,6646,@@1867976,poor-families,tz,"To meet the need , villagers from Gairo district in Morogoro region have a reason to smile after the Campaign for Female Education ( Camfed ) Tanzania has introduced a new programme to support vulnerable girls and boys from poor families to access best education from primary to tertiary level that will help them to break the poverty cycle for themselves and their communities .",1,4,[1 0 1 0 1 0 0],379,1,0,1,0,1,0,0
1555,1556,@@20808482,women,hk,"Saudi Arabia 's King Salman on Tuesday ordered that women be allowed to drive cars , carrying out a major reform that rights activists have been demanding for a long time in the Islamic kingdom . Through ...",1,3,[1 0 0 0 0 0 0],207,1,0,0,0,0,0,0
2067,2068,@@4675937,disabled,jm,"It is intended to heighten the church 's awareness about persons with disabilities in their congregations and throughout Jamaica , and will see it improving physical accessiblility to its buildings , and offering training , employment and membership on committees/boards to disabled members .",1,3,[1 0 0 0 0 0 0],292,1,0,0,0,0,0,0
4375,4376,@@24203511,refugee,ca,"It 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .",1,3,[1 0 0 0 0 1 0],404,1,0,0,0,0,1,0
1953,1954,@@2117784,immigrant,hk,This must probably be the biggest hurdle for new immigrants .,1,3,[0 0 1 1 0 0 0],61,0,0,1,1,0,0,0
5053,5054,@@4102583,homeless,gb,"After a big casino win , Mario Balotelli gave a homeless man ? 1,000 ( PA ) .",1,4,[1 1 0 0 0 0 0],77,1,1,0,0,0,0,0
3200,3201,@@10135092,vulnerable,sg,"Meanwhile , Social and Family Development Minister Tan Chuan-Jin said his ministry would focus on strengthening marriages and families , providing a good start in life for the young , helping the vulnerable and fostering a caring community .",1,3,[1 0 0 0 0 0 0],241,1,0,0,0,0,0,0
8880,8881,@@10065410,in-need,ke,"""The odd thing is that the creation of these colonies was something which these great men had no doubt whatsoever was for the good of the local African communities who they believed to be much in need of the benefits of """" modern civilization """" . They expected to be remembered as great benefactors of the continent , but are everywhere now reviled as cruel racists .""",1,4,[1 0 1 1 0 0 0],369,1,0,1,1,0,0,0
2870,2871,@@4831420,in-need,ca,"NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .",1,3,[1 0 0 0 0 1 0],218,1,0,0,0,0,1,0
3682,3683,@@23098571,hopeless,ph,"""Many of us struggle with a particular behavior or trait we just ca n't seem to kick , even though we know it does n't please God . These weaknesses can leave us feeling defeated , hopeless , and full of despair . But there 's hope ! The transforming power of the Holy Spirit is still available today . Once we surrender our hearts to Christ , Romans 8:9 says that """" we are not controlled by our sinful nature . """"""",1,3,[1 0 0 0 0 1 0],416,1,0,0,0,0,1,0
4719,4720,@@1830961,refugee,tz,"Our hearts go out to the hundreds of thousands of refugees to be found in Tanzania , other parts of Africa and elsewhere , and we feel compelled to hail the Japanese Government and people for their gesture of goodwill and love that will definitely make a huge difference in the lives of the beneficiaries of the assistance .",1,3,[1 1 1 0 1 0 0],324,1,1,1,0,1,0,0
470,471,@@14067209,disabled,bd,He praised the government to enact several laws in favour of the disables but at the same time he criticised them saying only enacting laws and policies could not help the disabled to be independent .,1,2,[1 0 0 1 0 0 0],200,1,0,0,1,0,0,0
1642,1643,@@15953001,in-need,us,"Working with the Yakima County RSVP , local nonprofits have provided information about individuals and families needing your help . Every day through Christmas Eve , the Yakima Herald-Republic will publish information in print and online about some of those in need along with contact information to make your gift happen .",1,4,[1 1 0 0 0 0 0],323,1,1,0,0,0,0,0
8487,8488,@@17494778,immigrant,ie,""""""" We insist on tolerance for the refugee , for the immigrant , for the stranger among us , in the name of the millions of Irish , of our own people who knew the hardship and the hurt of being refugees from famine .""",1,3,[1 0 0 0 0 1 0],217,1,0,0,0,0,1,0
6698,6699,@@4557972,poor-families,my,He said their efforts should not stop only at creating many graduates but also extended to students from poor families so that they could break away from the cycle of poverty .,1,3,[1 0 0 0 1 1 0],176,1,0,0,0,1,1,0
9249,9250,@@9898972,poor-families,ng,"In June this year , Gates launched a campaign to help extremely poor families in sub-Saharan Africa by giving them 100,000 chickens .",1,4,[1 0 0 0 0 0 0],133,1,0,0,0,0,0,0
10026,10027,@@4648718,vulnerable,jm,"Here in Jamaica , it is an unfortunate fact that the police still have a challenging relationship with the communities that we seek to serve . Every day , the men and women of the JCF fearlessly confront the task of protecting the innocent and vulnerable from those who have scant regard for the value of human life .",1,2,[1 0 0 0 0 0 0],317,1,0,0,0,0,0,0
872,873,@@20374243,poor-families,sg,"Citing the fact that these kids who died at Gorakhpur 's Baba Raghav Das ( BRD ) Medical College and Farrukhabad district hospital belonged to the poor families , the Shiv Sena said instead of acting as a ' God ' to the poor ' , these government hospitals are proving to be a ' God of death ' for them .",1,2,[1 0 0 0 1 0 0],303,1,0,0,0,1,0,0
9195,9196,@@20353201,refugee,ie,"The hundreds of families that have gathered at the enormous NRG centre in the southern outskirts of Houston may have a roof over their heads , but their plight is similar to those who left the Middle East for Europe . They are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods .",1,2,[0 0 0 0 1 1 0],333,0,0,0,0,1,1,0
912,913,@@16621430,in-need,au,""""""" There are people who are struggling to make ends meet and it just seems ironic that in a country like Australia where we are so blessed with so much land and so much fertile country that we 're not able to get the food to people in need . """" <h> Feeding Sydney 's west""",1,2,[1 0 0 0 0 1 0],273,1,0,0,0,0,1,0
3398,3399,@@16078637,refugee,gh,"For refugees begging for new life , Christmas sentiment is a luxury most of them could n't afford to expect under shadow of long-running conflicts .",1,3,[0 0 1 0 0 1 0],148,0,0,1,0,0,1,0
3651,3652,@@16189442,homeless,ie,"The saddest thing , of course , is that she did end up desperately vulnerable on the streets of her city . By the 1970s , even as she wrote the last of the columns , she was suffering the ravages of a mental breakdown that saw her become paranoid and lost , even homeless for a time .",1,3,[0 0 0 0 0 1 0],284,0,0,0,0,0,1,0
5366,5367,@@20025062,poor-families,ng,"However , this success story is not uncommon . It often happens that people from poor families have more perseverance to fight tooth an nail in business than children of rich parents who are used to get everything they want with ease . People without a strong spirit will quickly break down and drop out from the competition .",1,3,[0 0 1 0 1 0 1],326,0,0,1,0,1,0,1
5179,5180,@@21237825,in-need,jm,"The words of Desmond Tutu , rings true for 31 year old Ayesha Allen , president of the Gift of Love Ja . who believes that championing the cause of those in need and starting a charity to fulfil it is a part of God 's plan for her life .",1,4,[1 0 0 0 0 1 0],237,1,0,0,0,0,1,0
9344,9345,@@22324705,vulnerable,gh,"God is God Foundation ( GIG ) , a non-governmental organisation ( NGO ) , established five years ago , and caring for needy widows and orphans , was at the weekend inaugurated in Accra , with a call on Ghanaians to do more in caring for the vulnerable and underprivileged .",1,4,[1 0 0 1 0 1 0],273,1,0,0,1,0,1,0
10311,10312,@@24403356,hopeless,in,"In the last four decades , tribal society has passed through the most torturous , bloody , destructive , divisive and increasingly brutalising phases . The sons and daughters of these dark times saw nothing except barbarities , hopelessness and helplessness . The children of jihad from the war zone had no window of opportunity or expression . As they saw a most handsome young man -- an aspiring model with fascinating attire and alluring photo sessions -- being cold-bloodedly murdered , they simply could not take it anymore and thronged to public spaces with a white flag in their hands . Suddenly , we see a Pashtun civil rights ' spring emerging from the death-fields of FATA .",1,3,[0 0 1 1 1 1 0],684,0,0,1,1,1,1,0
