,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
6913,6914,@@23277588,disabled,za,"In the case of Bangladesh Bank , hackers infected the system with malware that disabled the SWIFT printer . Bank officials in Dhaka initially assumed there was simply a printer problem .",0,0,"[0, 0, 0, 0, 0, 0, 0]",186,0,0,0,0,0,0,0
2717,2718,@@15977685,in-need,jm,He said some areas in Knapdale and in Mt Edgecombe are in need of urgent attention because people could not drive to and from these areas .,0,0,"[0, 0, 0, 0, 0, 0, 0]",139,0,0,0,0,0,0,0
2177,2178,@@30092534,refugee,bd,"The report , which was first reported by Reuters , resulted from more than a thousand interviews of Rohingya men and women in refugee camps in neighbouring Bangladesh , where almost 700,000 Rohingya have fled after a military campaign last year in Myanmar 's Rakhine State .",0,0,"[0, 0, 0, 0, 0, 0, 0]",274,0,0,0,0,0,0,0
6601,6602,@@16649073,refugee,my,"Under the deal , Australia will in return resettle refugees from El Salvador , Guatemala and Honduras .",0,0,"[0, 0, 0, 0, 0, 0, 0]",103,0,0,0,0,0,0,0
5933,5934,@@23999225,women,my,Gestational diabetes is a condition in which women develop diabetes during the last half of pregnancy . Women with gestational diabetes are also more likely to develop type 2 diabetes after giving birth .,0,0,"[0, 0, 0, 0, 0, 0, 0]",204,0,0,0,0,0,0,0
10294,10295,@@17171341,migrant,au,"Since the start of the response in late 2015 , UNICEF has continued to respond to the needs of children who are on the move , stranded or seeking asylum in Europe . This includes providing 182,500 refugee and migrant children with a wide range of services . The children 's agency is also expanding its Mediterranean program in Greece and Italy , supporting government efforts to improve reunification and child protection services .",0,0,"[0, 0, 0, 0, 0, 0, 0]",433,0,0,0,0,0,0,0
4782,4783,@@8157480,women,ie,"""Mercedes Goncalves , a member of the Elizabeth St Leger lodge in Dublin for three years , explains : """" I thought masonry was an interesting subject due to its emphasis on teaching philosophy and exploration of the human condition . But I did n't know there was an order that accepted men and women equally to explore the mysteries of life and spiritual growth and try to become better human beings . """"""",0,0,"[0, 0, 0, 0, 0, 0, 0]",405,0,0,0,0,0,0,0
9717,9718,@@25207257,hopeless,lk,"To prove the danger inherent in this psychedelic self-defeating indiscriminate all-inclusiveness ; apart from the perfect example of the one-Nigerian disaster , the reader can take one hard look at Europe in its current compromised state . With the trend and rate at which Europe is traveling along this uncensored inclusiveness , Europe will be doomed . The only hope that is still open to Europe is that the current generation of Europeans must stand their ground and push back the coming darkness of Islamism . Otherwise , if nothing is done to stave off this wave of absolute evil , in the next few years Europe as we know it will be completely engulfed in a total hopeless darkness of the worst kind . <h> About Us",0,0,"[0, 0, 0, 0, 0, 0, 0]",719,0,0,0,0,0,0,0
8624,8625,@@2926930,women,ie,Her fate was to end up drowning herself in a bog because she would n't conform as women were expected to .,0,1,"[0, 0, 0, 0, 0, 0, 0]",106,0,0,0,0,0,0,0
1615,1616,@@795731,disabled,lk,"""The second one was under a tamarind tree ! ' Kumarini smiles at the memory . """" Now we have four of them in Agunukolapelassa , Walasgala , Kolombogedara and Tangalle . We 've also established a partnership with Sight Savers Sri Lanka and the Ministry of Education to work on a model of inclusive primary education in Hambantota . We want to train the mothers in education so that they can in turn play a part in educating their disabled child . """"""",0,1,"[0, 0, 0, 0, 0, 0, 0]",449,0,0,0,0,0,0,0
7247,7248,@@16697692,vulnerable,hk,"Based on the results , BMC recommends enterprises act now or leave corporate assets vulnerable to hackers and includes the following actions to close the SecOps gap in the digital age .",0,0,"[0, 0, 0, 0, 0, 0, 0]",185,0,0,0,0,0,0,0
5559,5560,@@23514187,vulnerable,gb,""""""" This makes them vulnerable to rough seas -- they became dislodged by large waves and washed ashore when the rough weather kicked in .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",138,0,0,0,0,0,0,0
8573,8574,@@1955909,in-need,tz,"The forecast information system has now improved as the agency was more easily available to anyone in need , she said , elaborating that the workshop would focus on weather information quality . TMA has sought to be up to date in its function of make sure that all ( information ) users , especially ordinary ones such as farmers and fishermen are timely put in the picture , she stated .",0,0,"[0, 0, 0, 0, 0, 0, 0]",388,0,0,0,0,0,0,0
1326,1327,@@40026989,poor-families,ng,"Speaking on the initiative , Seun Abimbola , Programmes Manager , said : ? ? ? we are happy to complement government ? ? ? s free education initiative by creating awareness among hard-to-reach children in slums and poor communities . We lead them into the classrooms and provide essential school needs that parents normally provide . This is necessary because extreme poor families are still unable to afford basic school needs and some do not even know about free education policy in Lagos State .",0,1,"[0, 0, 0, 0, 0, 0, 0]",498,0,0,0,0,0,0,0
1252,1253,@@25147138,homeless,us,"The Monroe nonprofit , known for its work serving the homeless , has seen 50,000 visitors since the Drop-In Center on Sams Street opened in 2005 , according to the organization 's 2017 annual report .",0,0,"[0, 0, 0, 0, 0, 0, 0]",200,0,0,0,0,0,0,0
3078,3079,@@4210048,in-need,lk,"Using poetic language , unnecessary descriptions at the beginning of a story , bringing in needless arguments and debates as the story develops , relating the story in the first person and changing midstream were seen as weaknesses .",0,0,"[0, 0, 0, 0, 0, 0, 0]",233,0,0,0,0,0,0,0
5045,5046,@@313239,homeless,za,"In 2011 , Kunene found himself on the verge of homelessness .",0,0,"[0, 0, 0, 0, 0, 0, 0]",61,0,0,0,0,0,0,0
295,296,@@19617986,immigrant,ie,"They 'll hardly have that place cleaned in time for next year 's show . Think about this logically , the glitter is now in the drainage system , it 's definitely in the swimming pool , it 's in the bedclothes . The most pragmatic approach at this point is to burn the villa down and all who inhabit it . Seems like a drastic measure but it is literally the only way we can secure that shit and keep it contained . We ca n't have them bringing that immigrant glitter back to the UK from the mainland . Not on your life , suckers . Burn everything and do it quickly .",0,0,"[0, 0, 0, 0, 0, 0, 0]",565,0,0,0,0,0,0,0
1657,1658,@@16705056,refugee,ng,"""UN Secretary-General Antonio Guterres has called on US President Donald Trump to """" remove sooner than later """" the travel ban imposed on refugees and immigrants from seven countries .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",186,0,0,0,0,0,0,0
3214,3215,@@24004121,disabled,bd,"A one percent quota for disabled people , 30% quota for the children and grandchildren of freedom fighters , a 10% quota for women , a 10% district quota , and a 5% quota for minorities , make up a 56% quota percentage in the BCS examinations .",0,0,"[0, 0, 0, 0, 0, 0, 0]",244,0,0,0,0,0,0,0
5770,5771,@@13761289,refugee,lk,"A group of 75- Sri Lankans who left for India as refugees during the war will return to the country today ( 9th Aug. ) from Madurai , Tiruchirappalli , and Madras .",0,0,"[0, 0, 0, 0, 0, 0, 0]",164,0,0,0,0,0,0,0
629,630,@@17390388,poor-families,za,"The blaze began in forested areas of Vina del Mar , a popular resort area in the Valparaiso region , about 120 kilometers ( 75 miles ) west of Santiago , where hundreds of poor families live in illegally-built houses of wood and tin .",0,0,"[0, 0, 0, 0, 0, 0, 0]",234,0,0,0,0,0,0,0
9967,9968,@@4587297,migrant,jm,"The Government of Canada plans to create new jobs and stimulate economic growth by attracting an increasing number of visitors as well as the world ? s best and brightest talent to Canada . For this reason , CIC strives to issue visas and permits as quickly as possible to facilitate travel for immigrants , visitors and students .",0,0,"[0, 0, 0, 0, 0, 0, 0]",331,0,0,0,0,0,0,0
719,720,@@16239931,vulnerable,za,"""Jerschow , who was n't involved in the study , commended the researchers ' effort . """" They reached out to the patients who are least reachable , who do n't come to the clinic , who have the fewest resources , and are the most vulnerable , """" she said .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",255,0,0,0,0,0,0,0
7607,7608,@@9235695,homeless,ph,"COLOMBO , Sri Lanka -- Hundreds of Sri Lankans have been left homeless after explosions at an ammunition depot on the edge of Colombo flattened houses and killed a soldier , an official said Tuesday , June 7 .",0,0,"[0, 0, 0, 0, 0, 0, 0]",209,0,0,0,0,0,0,0
4424,4425,@@18910171,hopeless,ke,"This leaves us with two things ; the commission is hopelessly incompetent ; meaning it has no idea what it is doing , or painfully na ? ve ; meaning it is well-intentioned but politically inept , which opens it up to exploitation . In my view , it is hopelessly incompetent and painfully na ? ve .",0,0,"[0, 0, 0, 0, 0, 0, 0]",297,0,0,0,0,0,0,0
9540,9541,@@23932580,in-need,ng,""""""" Even as the bank is in need of recapitalisation , it must follow due process to ascertain who is investing in them and source of funding , not just bringing on any investor , ' ' Okezie said .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",197,0,0,0,0,0,0,0
7953,7954,@@1919206,immigrant,tz,Mgandilwa took the time to clarify that the operation was targeting illegal immigrants and not traders as misconstrued .,0,0,"[0, 0, 0, 0, 0, 0, 0]",120,0,0,0,0,0,0,0
1499,1500,@@19455260,homeless,ca,"Funding delivered regionally focuses on the needs of homeless and at-risk individuals at the local level , and aims to help individuals gain and maintain a stable living arrangement . The three regional streams are :",0,0,"[0, 0, 0, 0, 0, 0, 0]",216,0,0,0,0,0,0,0
2734,2735,@@3700935,refugee,au,"Ahead of the meeting , the European Commission played down the slow start to a plan agreed by EU leaders in September to share out 160,000 refugees around the EU to take the pressure of frontline states Greece and Italy .",0,0,"[0, 0, 0, 0, 0, 0, 0]",221,0,0,0,0,0,0,0
3043,3044,@@676408,refugee,za,"""Or not . In a swift response , the United Nations Refugee Agency ( UNHCR ) said it was not taking Lenku 's words at face value . """" We do not believe that there is any order for the refugee camps to be closed , """" said Kitty McKinsey , a UNHCR spokesperson , speaking to VOA . """" The Kenyan government and the Kenyan people have been very generous to the refugees over the years , and we certainly have every reason to expect that will continue to be the case . """"""",0,0,"[0, 0, 0, 0, 0, 0, 0]",466,0,0,0,0,0,0,0
2802,2803,@@1975006,vulnerable,in,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",1,3,[1 1 0 1 0 1 0],886,1,1,0,1,0,1,0
5943,5944,@@16569312,women,gh,"According to the amendments , female genital mutilation or coercion of a woman to carry out this rite on grounds of national , ethnic or other traditions or without any such pressure will be punished by criminal law . The same offense in relation to pregnant or disabled women will be regarded as an aggravating circumstance .",0,0,"[0, 0, 0, 0, 0, 0, 0]",326,0,0,0,0,0,0,0
4339,4340,@@25731728,hopeless,hk,"""In 2017 , Kit Wong of Jacada Travel personally tailored a break in Iceland for a couple who were self proclaimed """" foodies , adventurers and hopeless romantics . """"""",0,0,"[0, 0, 0, 0, 0, 0, 0]",167,0,0,0,0,0,0,0
9163,9164,@@24042823,hopeless,gb,"Since Trump 's election we have been living in an era of constant , conspicuous activism . You are a nobody if you are not attached to a vital cause . To be caught posting selfies without a healthy dose of virtuous hashtags renders you hopelessly out of date .",0,0,"[0, 0, 0, 0, 0, 0, 0]",260,0,0,0,0,0,0,0
6085,6086,@@25900636,disabled,ke,Others have suggested the captain was in a suicidal state and disabled communication before steering the plane into the ocean .,0,0,"[0, 0, 0, 0, 0, 0, 0]",127,0,0,0,0,0,0,0
7022,7023,@@16586179,vulnerable,sg,"The Labour Court needs to do more to protect foreign low-wage workers as they are the most vulnerable to exploitation , says Mr Alex Au , an advocate for foreign workers ' rights at Transient Workers Count Too ( TWC2 ) .",0,0,"[0, 0, 0, 0, 0, 0, 0]",220,0,0,0,0,0,0,0
7960,7961,@@13927340,disabled,gh,"Ghana 's disabled athletes are stranded in the USA , following their neglect by the National Paralympic Committee ( NPC ) , ahead of the 2016 Paralympic games in Rio Brazil , Sportscrusader.com can reveal .",0,0,"[0, 0, 0, 0, 0, 0, 0]",206,0,0,0,0,0,0,0
9810,9811,@@19893124,in-need,ie,"Two goals in the third quarter put the Ballyshannon side on their way to victory . The defeat leaves Glenfin in a battle at the bottom of the table and in need of points to avoid the drop.The home side had the advantage of the breeze in the opening half and thanks to a good finish to the half , they were on terms at the break , 0-6 each.Aodh Ruadh had led 0-3 to 0-2 and 0-6 to 0-4 . The first half scorers for the home side were Stephen Carr with 0-3 , Daniel McGlynn , Frank McGlynn and Jason Morrow , while Philip Patton had three frees for Aodh Ruadh and Seamus Kane , Michael Sticky Ward and Shane McGrath had one each.When Stephen Ward powered through from the throw-in at the start of the second half to find the Aodh Ruadh net , the home side looked good , but Aodh Ruadh hit back with Johnny Gethins starting and finishing a magnifcent goal and Seamus Kane hitting a second shortly after , to put the Ballyshannon side on their way.There was a lengthy stoppage during the second half after a collision between Aodh Ruadh full-back Damien Cleary and Glenfin full-forward Stephen Ward , with both having to leave the field . Cleary returned but was later substituted.The win sees Aodh Ruadh stretch their lead to five points at the top of the table from Cloughaneely and Ardara , although Cloughaneely do have a game in hand.With just four games left , the Ballyshannon side look in a very strong position to get back to the top flight .",0,0,"[0, 0, 0, 0, 0, 0, 0]",1446,0,0,0,0,0,0,0
6459,6460,@@25513977,disabled,ng,Jedd Gyorko had three hits including a home run and drove in five runs to spoil the return of Johnny Cueto after two months on the disabled list . Matt Carpenter and Harrison Bader also went deep while Yadier Molina singled three times .,0,0,"[0, 0, 0, 0, 0, 0, 0]",237,0,0,0,0,0,0,0
5354,5355,@@24526127,vulnerable,bd,"Earlier , 900,000 doses of oral cholera vaccine were administered to the vulnerable population in two phases in October-November last year after the exodus began in late August following a military crackdown in the Rakhine State which is described by the UN as ' ethnic cleansing ' .",0,0,"[0, 0, 0, 0, 0, 0, 0]",283,0,0,0,0,0,0,0
7830,7831,@@23987876,migrant,nz,"""The """" Stations of the Cross """" caravans have been held annually in southern Mexico for about 10 years . They began as short processions of migrants , some dressed in biblical garb and carrying crosses , as an Easter-season protest against the kidnappings , extortion , beatings and killings suffered by many Central American migrants as they cross Mexico .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",359,0,0,0,0,0,0,0
8937,8938,@@4701444,immigrant,pk,"@Muzaffar Ali you are absolutely wrong , 25 years ago anyone who landed in Canada and ask for an immigrant status was granted one without any problem",0,0,"[0, 0, 0, 0, 0, 0, 0]",149,0,0,0,0,0,0,0
9019,9020,@@9557564,hopeless,pk,"""At a recent pre-sehri coffee get-together -- that and having sehri in a restaurant is the current fad in the metropolis -- the conclusion with complete sang-froid was that """" things """" would continue the way they are , nothing would change . Admittedly , not a very positive or even meaningful closure after a few hours of coffee and cookies ; in fact , the consensus verges on depressively hopeless , all the more considering that a cross section of intelligentsia , in the real sense , was represented at the gathering .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",524,0,0,0,0,0,0,0
3841,3842,@@4768946,women,ie,"' Hannah ' , as we 'll call her , turned out to be a very buxom blonde woman in her mid-twenties who knew her way around a sportsman 's body better than he knew his own . It is a mystery , to me at least , why these women feel the need to act in this way .",0,1,"[0, 0, 0, 0, 0, 0, 0]",256,0,0,0,0,0,0,0
3443,3444,@@25644613,disabled,bd,"In a shadow parliament organized by Debate for Democracy at Film Development Corporation ( FDC ) , the speakers said only allocation is not enough to mainstream the disabled ones , said a press release .",0,0,"[0, 0, 0, 0, 0, 0, 0]",203,0,0,0,0,0,0,0
3381,3382,@@21825014,poor-families,hk,"""This little girl with her whole life in front of her can not go to school , can not read , can not write . At age seven , she is guilty , of being one of the world 's 60 million refugees in the year 2017 ! The government claims it has implemented """" 15 years free education """" but the reality does not match the words . For pre-school children , where government policies have created a completely privatised sector , normal fees are HK$2,800 per month -- completely out of reach for poor families .""",1,4,[0 0 1 0 1 1 0],501,0,0,1,0,1,1,0
1250,1251,@@40006654,disabled,sg,"Hundreds of differently abled people across India have successfully overcome physical and mental challenges , changing the world 's perception of them . As per Census 2011 , about 2.68 crore people in India - 2.21 percent of the total population - are disabled . At an all-India level , 36 percent of total disabled persons are employed .",0,0,"[0, 0, 0, 0, 0, 0, 0]",338,0,0,0,0,0,0,0
378,379,@@1887174,homeless,gh,"The fighting has claimed thousands of lives , made tens of thousands of people homeless and seen the militants make recent territorial gains in the north-east .",0,0,"[0, 0, 0, 0, 0, 0, 0]",160,0,0,0,0,0,0,0
412,413,@@2021670,poor-families,ph,"According to NSCB Secretary General Jose Ramon G. Albert , the dip in poverty incidence was not satistically significant . The proportion of poor families has been similar between 2006 and 2012 because of the country 's growing population , which has been expanding at an average rate of 1.9 percent .",0,0,"[0, 0, 0, 0, 0, 0, 0]",301,0,0,0,0,0,0,0
737,738,@@4621993,women,jm,"AS the country observes March as Endometriosis Month , co-founder of the Better Awareness and Support for Endometriosis ( BASE ) Foundation , Shauna Fuller-Clarke , is urging employees and school administrators to become more sensitive to and supportive of the approximately 100,000 women and students grappling with the disease locally .",0,0,"[0, 0, 0, 0, 0, 0, 0]",338,0,0,0,0,0,0,0
729,730,@@10086046,homeless,ng,"Boko Haram 's six-year campaign for a hardline Islamic state in northeast Nigeria has killed at least 17,000 people and made more than 2.6 million others homeless .",0,0,"[0, 0, 0, 0, 0, 0, 0]",164,0,0,0,0,0,0,0
7608,7609,@@23392855,refugee,ng,""""""" If she will continue her silence , she will be one of them , """" said Karman , fighting back tears , after meeting Rohingya refugees .""",0,0,"[0, 0, 0, 0, 0, 0, 0]",138,0,0,0,0,0,0,0
2000,2001,@@14012804,poor-families,tz,t is remiss not to mention here that not all scavenging children come from poor families . Children hailing from affluent families use dumpsites as playgrounds .,1,2,[0 0 1 0 0 0 0],161,0,0,1,0,0,0,0
5998,5999,@@7157090,hopeless,in,"If Dhoni and his boys can turn around from such a hopeless position and actually win the series by beating the rampaging Australians in the next three matches , it will be nothing short of a miracle .",0,0,"[0, 0, 0, 0, 0, 0, 0]",200,0,0,0,0,0,0,0
1590,1591,@@9382718,disabled,ie,Man who left father of four disabled gets 10-year term,0,0,"[0, 0, 0, 0, 0, 0, 0]",54,0,0,0,0,0,0,0
2749,2750,@@20046244,disabled,au,? ? Injury and illness : you also need total and permanent disablement ( TPD ) insurance for an incident that leaves you disabled ; and trauma insurance for terminal diseases .,0,0,"[0, 0, 0, 0, 0, 0, 0]",176,0,0,0,0,0,0,0
3182,3183,@@13612582,in-need,pk,"The report states that direct interventions to address malnutrition , such as nutrient supplements and exclusive breastfeeding , can only reduce stunting by 20 per cent in the worst affected countries , even if they 're reaching 90 per cent of the population in need . That means improving access to clean water , sanitation and hygiene , along with measures in other sectors , plays a crucial part in reducing the remaining 80 per cent of stunting .",0,0,"[0, 0, 0, 0, 0, 0, 0]",450,0,0,0,0,0,0,0
971,972,@@8196873,refugee,in,"Patna , Apr 11 ( PTI ) Taking dim view of denial of terminal benefits to a refugee from Bangladesh ( erstwhile Pakistan ) , the Bihar State Human Rights Commission ( BHRC ) today directed the Purnea DM to depute the Nodal ADM/Additional Collector to appear before it on May 19 next with the Action Taken Report .",0,0,"[0, 0, 0, 0, 0, 0, 0]",312,0,0,0,0,0,0,0
5229,5230,@@9106910,poor-families,pk,Sargodha prostitution ring : Educated girls from poor families being taken abroad and forced to sell bodies,0,1,"[0, 0, 0, 0, 0, 0, 0]",107,0,0,0,0,0,0,0
5920,5921,@@9005999,in-need,bd,""""""" I expect more resources in the hands of people in need and the humanitarian workers on the frontline ( who ) are risking their lives to help them , and I expect less to be spent in the back room in transactions that do not help us get help to the people , """" she said .""",1,3,[1 0 0 0 0 0 0],274,1,0,0,0,0,0,0
9326,9327,@@25463910,poor-families,ph,"The municipal agricultural office launched in 2017 the Integrated Community Food Production implemented to address malnutrition and eliminate hunger , especially among women and children of poor families in identified barangays in the municipality where the incidence of malnutrition if high , the lady chief agriculturist reported .",0,0,"[0, 0, 0, 0, 0, 0, 0]",333,0,0,0,0,0,0,0
